#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP030238.1	64870	65730	+			CHD23_RS00325	WP_001664728.1	286	PTS system mannose/fructose/sorbose family transporter subunit IID
chromosome	NZ_CP030238.1	65734	66843	+		dgaE	CHD23_RS00330	WP_114049443.1	369	D-glucosaminate-6-phosphate ammonia lyase
chromosome	NZ_CP030238.1	66830	67573	+			CHD23_RS00335	WP_001186154.1	247	2-dehydro-3-deoxy-phosphogluconate aldolase
chromosome	NZ_CP030238.1	67809	68750	+			CHD23_RS00340	WP_114049444.1	313	Rpn family recombination-promoting nuclease/putative transposase
chromosome	NZ_CP030238.1	68793	69695	-			CHD23_RS00345	WP_023186051.1	300	carboxylate/amino acid/amine transporter
chromosome	NZ_CP030238.1	70201	70893	+			CHD23_RS00350	WP_079806883.1	230	MgtC family protein
chromosome	NZ_CP030238.1	71113	73839	+		mgtA	CHD23_RS00355	WP_079892606.1	908	magnesium-translocating P-type ATPase
chromosome	NZ_CP030238.1	73861	73953	+		mgtR	CHD23_RS00360	WP_001082119.1	30	protein MgtR
chromosome	NZ_CP030238.1	74124	74276	+			CHD23_RS23310	WP_162803379.1	50	hypothetical protein
chromosome	NZ_CP030238.1	74725	75255	-			CHD23_RS00370	WP_024139452.1	176	DUF2778 domain-containing protein
chromosome	NZ_CP030238.1	76787	77467	-			CHD23_RS00380	WP_079806880.1	226	isochorismatase family protein
chromosome	NZ_CP030238.1	79077	80459	+			CHD23_RS00395	WP_079802570.1	460	glycoside-pentoside-hexuronide family transporter
chromosome	NZ_CP030238.1	80471	82789	+		yicI	CHD23_RS00400	WP_023186063.1	772	alpha-xylosidase
chromosome	NZ_CP030238.1	82840	84549	-			CHD23_RS00405	WP_000766653.1	569	AsmA family protein
chromosome	NZ_CP030238.1	84670	86061	-		xanP	CHD23_RS00410	WP_000115433.1	463	xanthine/proton symporter XanP
chromosome	NZ_CP030238.1	86289	87494	+		gltS	CHD23_RS00415	WP_000462243.1	401	sodium/glutamate symporter
chromosome	NZ_CP030238.1	87530	89611	-		recG	CHD23_RS00420	WP_002954650.1	693	ATP-dependent DNA helicase RecG
chromosome	NZ_CP030238.1	89617	90306	-		trmH	CHD23_RS00425	WP_000993816.1	229	tRNA (guanosine(18)-2\\'-O)-methyltransferase TrmH
chromosome	NZ_CP030238.1	90311	92422	-		spoT	CHD23_RS00430	WP_000280481.1	703	"MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3\\',5\\'-bis pyrophosphate 3\\'-pyrophosphohydrolase"
chromosome	NZ_CP030238.1	92441	92716	-		rpoZ	CHD23_RS00435	WP_000135058.1	91	MULTISPECIES: DNA-directed RNA polymerase subunit omega
chromosome	NZ_CP030238.1	92771	93394	-		gmk	CHD23_RS00440	WP_000046966.1	207	MULTISPECIES: guanylate kinase
chromosome	NZ_CP030238.1	93651	95336	+		ligB	CHD23_RS00445	WP_023186066.1	561	NAD-dependent DNA ligase LigB
chromosome	NZ_CP030238.1	95333	95950	-			CHD23_RS00450	WP_000924334.1	205	MULTISPECIES: trimeric intracellular cation channel family protein
chromosome	NZ_CP030238.1	96201	97082	-			CHD23_RS00455	WP_002954653.1	293	HARLDQ motif MBL-fold protein
chromosome	NZ_CP030238.1	97156	98058	+			CHD23_RS00460	WP_023186068.1	300	LysR family transcriptional regulator
chromosome	NZ_CP030238.1	98108	98971	-			CHD23_RS00465	WP_002954655.1	287	YicC family protein
chromosome	NZ_CP030238.1	99097	99813	+		rph	CHD23_RS00475	WP_001247077.1	238	ribonuclease PH
chromosome	NZ_CP030238.1	99892	100533	+		pyrE	CHD23_RS00480	WP_000806167.1	213	MULTISPECIES: orotate phosphoribosyltransferase
chromosome	NZ_CP030238.1	100620	101216	-		slmA	CHD23_RS00485	WP_000818595.1	198	MULTISPECIES: nucleoid occlusion factor SlmA
chromosome	NZ_CP030238.1	101325	101783	-		dut	CHD23_RS00490	WP_000976076.1	152	dUTP diphosphatase
chromosome	NZ_CP030238.1	101761	102981	-		coaBC	CHD23_RS00495	WP_114049445.1	406	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
chromosome	NZ_CP030238.1	103157	103822	+		radC	CHD23_RS00500	WP_000381228.1	221	DNA repair protein RadC
chromosome	NZ_CP030238.1	104040	104276	+		rpmB	CHD23_RS00505	WP_001519051.1	78	MULTISPECIES: 50S ribosomal protein L28
chromosome	NZ_CP030238.1	104297	104464	+		rpmG	CHD23_RS00510	WP_001051798.1	55	MULTISPECIES: 50S ribosomal protein L33
chromosome	NZ_CP030238.1	104562	105371	+		mutM	CHD23_RS00515	WP_001114506.1	269	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase
chromosome	NZ_CP030238.1	105395	105874	-		coaD	CHD23_RS00520	WP_114049446.1	159	pantetheine-phosphate adenylyltransferase
chromosome	NZ_CP030238.1	105883	107160	-		waaA	CHD23_RS00525	WP_000891593.1	425	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
chromosome	NZ_CP030238.1	107569	108639	+		rfaQ	CHD23_RS00530	WP_071595005.1	356	lipopolysaccharide core heptosyltransferase RfaQ
chromosome	NZ_CP030238.1	108636	109760	+			CHD23_RS00535	WP_001261573.1	374	glycosyltransferase family 4 protein
chromosome	NZ_CP030238.1	109753	110550	+		rfaP	CHD23_RS00540	WP_071651251.1	265	lipopolysaccharide core heptose(I) kinase RfaP
chromosome	NZ_CP030238.1	110587	111528	+			CHD23_RS00545	WP_000478282.1	313	"UDP-glucose--glucosyl LPS a 1, 2-glucosyltransferase"
chromosome	NZ_CP030238.1	111614	112693	+		waaB	CHD23_RS00550	WP_114050294.1	359	"lipopolysaccharide 1,6-galactosyltransferase"
chromosome	NZ_CP030238.1	112699	113712	+		waaO	CHD23_RS00555	WP_000088493.1	337	lipopolysaccharide 3-alpha-galactosyltransferase
chromosome	NZ_CP030238.1	113730	114740	+		rfaJ	CHD23_RS00560	WP_079895788.1	336	"lipopolysaccharide 1,2-glucosyltransferase RfaJ"
chromosome	NZ_CP030238.1	114763	115461	+		rfaY	CHD23_RS00565	WP_000582824.1	232	lipopolysaccharide core heptose(II) kinase RfaY
chromosome	NZ_CP030238.1	115611	116420	+		waaZ	CHD23_RS00570	WP_002954664.1	269	3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ
chromosome	NZ_CP030238.1	116979	118193	-		rfaL	CHD23_RS00580	WP_000958437.1	404	O-antigen ligase RfaL
chromosome	NZ_CP030238.1	118233	119186	-		rfaC	CHD23_RS00585	WP_023186077.1	317	lipopolysaccharide heptosyltransferase RfaC
chromosome	NZ_CP030238.1	119186	120232	-		rfaF	CHD23_RS00590	WP_000699189.1	348	ADP-heptose--LPS heptosyltransferase RfaF
chromosome	NZ_CP030238.1	120235	121167	-		rfaD	CHD23_RS00595	WP_000587780.1	310	ADP-glyceromanno-heptose 6-epimerase
chromosome	NZ_CP030238.1	121370	122566	+		kbl	CHD23_RS00600	WP_001213796.1	398	glycine C-acetyltransferase
chromosome	NZ_CP030238.1	122576	123601	+		tdh	CHD23_RS00605	WP_000645999.1	341	L-threonine 3-dehydrogenase
chromosome	NZ_CP030238.1	123896	124930	+			CHD23_RS00610	WP_079806866.1	344	glycosyltransferase
chromosome	NZ_CP030238.1	124917	125879	-			CHD23_RS00615	WP_001135523.1	320	divergent polysaccharide deacetylase family protein
chromosome	NZ_CP030238.1	125883	127166	-		envC	CHD23_RS00620	WP_114049447.1	427	murein hydrolase activator EnvC
chromosome	NZ_CP030238.1	127176	128720	-		gpmM	CHD23_RS00625	WP_000116581.1	514	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
chromosome	NZ_CP030238.1	128968	129399	+			CHD23_RS00630	WP_001156179.1	143	MULTISPECIES: rhodanese-like domain-containing protein
chromosome	NZ_CP030238.1	129486	129737	+		grxC	CHD23_RS00635	WP_001273793.1	83	glutaredoxin 3
chromosome	NZ_CP030238.1	129781	130248	+		secB	CHD23_RS00640	WP_000003370.1	155	MULTISPECIES: protein-export chaperone SecB
chromosome	NZ_CP030238.1	130248	131267	+		gpsA	CHD23_RS00645	WP_001076596.1	339	MULTISPECIES: NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
chromosome	NZ_CP030238.1	131345	132166	+		cysE	CHD23_RS00650	WP_001112115.1	273	MULTISPECIES: serine O-acetyltransferase
chromosome	NZ_CP030238.1	132354	132827	-		trmL	CHD23_RS00655	WP_000932332.1	157	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2\\'-O)-methyltransferase TrmL
chromosome	NZ_CP030238.1	132892	134082	-		lldD	CHD23_RS00660	WP_001635973.1	396	MULTISPECIES: FMN-dependent L-lactate dehydrogenase LldD
chromosome	NZ_CP030238.1	134079	134855	-		lldR	CHD23_RS00665	WP_000636691.1	258	transcriptional regulator LldR
chromosome	NZ_CP030238.1	134852	136507	-		lldP	CHD23_RS00670	WP_002954673.1	551	L-lactate permease
chromosome	NZ_CP030238.1	136780	142347	-			CHD23_RS00675	WP_114049448.1	1855	DUF3320 domain-containing protein
chromosome	NZ_CP030238.1	142610	142972	-			CHD23_RS00680	WP_114049449.1	120	YibL family ribosome-associated protein
chromosome	NZ_CP030238.1	143263	143469	+			CHD23_RS00685	WP_001062556.1	68	hypothetical protein
chromosome	NZ_CP030238.1	143479	144066	-		mtlR	CHD23_RS00690	WP_023186083.1	195	mannitol operon repressor MtlR
chromosome	NZ_CP030238.1	144066	145214	-		mtlD	CHD23_RS00695	WP_079812359.1	382	mannitol-1-phosphate 5-dehydrogenase
chromosome	NZ_CP030238.1	145344	147257	-		mtlA	CHD23_RS00700	WP_071651243.1	637	PTS mannitol transporter subunit IICBA
chromosome	NZ_CP030238.1	147713	148321	+			CHD23_RS00705	WP_000766691.1	202	glutathione S-transferase
chromosome	NZ_CP030238.1	148419	149810	+		selA	CHD23_RS00710	WP_000200197.1	463	L-seryl-tRNA(Sec) selenium transferase
chromosome	NZ_CP030238.1	149807	151657	+		selB	CHD23_RS00715	WP_114049450.1	616	selenocysteine-specific translation elongation factor
chromosome	NZ_CP030238.1	151844	152995	+		yiaY	CHD23_RS00720	WP_000741519.1	383	L-threonine dehydrogenase
chromosome	NZ_CP030238.1	153068	153949	-			CHD23_RS00725	WP_002954677.1	293	ROK family protein
chromosome	NZ_CP030238.1	154118	155656	+		aldB	CHD23_RS00730	WP_000183992.1	512	aldehyde dehydrogenase AldB
chromosome	NZ_CP030238.1	155724	157679	-			CHD23_RS00735	WP_079806861.1	651	glycoside hydrolase family 127 protein
chromosome	NZ_CP030238.1	157690	159090	-			CHD23_RS00740	WP_114049451.1	466	MFS transporter
chromosome	NZ_CP030238.1	159315	160133	+			CHD23_RS00745	WP_000891844.1	272	helix-turn-helix domain-containing protein
chromosome	NZ_CP030238.1	160134	160829	-		araD	CHD23_RS00750	WP_023186088.1	231	L-ribulose-5-phosphate 4-epimerase
chromosome	NZ_CP030238.1	160823	161683	-			CHD23_RS00755	WP_114049452.1	286	L-ribulose-5-phosphate 3-epimerase
chromosome	NZ_CP030238.1	161676	162338	-		ulaD	CHD23_RS00760	WP_024134871.1	220	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
chromosome	NZ_CP030238.1	162338	163840	-			CHD23_RS00765	WP_114049453.1	500	carbohydrate kinase
chromosome	NZ_CP030238.1	163922	165241	-			CHD23_RS00770	WP_114049454.1	439	MFS transporter
chromosome	NZ_CP030238.1	165376	166305	-			CHD23_RS00775	WP_114049455.1	309	DUF4862 family protein
chromosome	NZ_CP030238.1	166329	166793	-			CHD23_RS00780	WP_002954687.1	154	YhcH/YjgK/YiaL family protein
chromosome	NZ_CP030238.1	166805	167803	-		yiaK	CHD23_RS00785	WP_023186094.1	332	3-dehydro-L-gulonate 2-dehydrogenase
chromosome	NZ_CP030238.1	168024	168839	+		yiaJ	CHD23_RS00795	WP_001074472.1	271	IclR family transcriptional regulator YiaJ
chromosome	NZ_CP030238.1	168956	169429	+			CHD23_RS00800	WP_001078816.1	157	4Fe-4S dicluster domain-containing protein
chromosome	NZ_CP030238.1	169466	170716	-		avtA	CHD23_RS00805	WP_002954689.1	416	valine--pyruvate transaminase
chromosome	NZ_CP030238.1	170890	172917	-			CHD23_RS00810	WP_114049457.1	675	alpha-amylase
chromosome	NZ_CP030238.1	173233	174057	+			CHD23_RS00815	WP_023186098.1	274	protein bax
chromosome	NZ_CP030238.1	174118	175296	-			CHD23_RS00820	WP_000459816.1	392	XylR family transcriptional regulator
chromosome	NZ_CP030238.1	175659	176981	+		xylA	CHD23_RS00830	WP_114049458.1	440	xylose isomerase
chromosome	NZ_CP030238.1	177081	178535	+		xylB	CHD23_RS00835	WP_114049459.1	484	xylulokinase
chromosome	NZ_CP030238.1	178710	179063	+			CHD23_RS00840	WP_000342589.1	117	YiaA/YiaB family protein
chromosome	NZ_CP030238.1	179086	180081	-			CHD23_RS00845	WP_079893714.1	331	acyltransferase
chromosome	NZ_CP030238.1	180250	180552	+			CHD23_RS00855	WP_000605595.1	100	YsaB family lipoprotein
chromosome	NZ_CP030238.1	180691	181602	+		glyQ	CHD23_RS00860	WP_001168552.1	303	MULTISPECIES: glycine--tRNA ligase subunit alpha
chromosome	NZ_CP030238.1	181612	183681	+		glyS	CHD23_RS00865	WP_001291731.1	689	glycine--tRNA ligase subunit beta
chromosome	NZ_CP030238.1	183741	184280	-		cueP	CHD23_RS00870	WP_000047150.1	179	copper-binding periplasmic metallochaperone CueP
chromosome	NZ_CP030238.1	184453	184665	-		cspA	CHD23_RS00875	WP_000014594.1	70	MULTISPECIES: RNA chaperone/antiterminator CspA
chromosome	NZ_CP030238.1	184954	185244	-			CHD23_RS00880	WP_114049460.1	96	HTH-type transcriptional regulator
chromosome	NZ_CP030238.1	185681	186391	+			CHD23_RS00885	WP_000190524.1	236	MULTISPECIES: DUF3053 domain-containing protein
chromosome	NZ_CP030238.1	186441	187415	-		ghrB	CHD23_RS00890	WP_000804696.1	324	glyoxylate/hydroxypyruvate reductase GhrB
chromosome	NZ_CP030238.1	187626	188288	-			CHD23_RS00900	WP_000747549.1	220	OmpA family lipoprotein
chromosome	NZ_CP030238.1	188441	190774	+			CHD23_RS00905	WP_000148439.1	777	molybdopterin guanine dinucleotide-containing S/N-oxide reductase
chromosome	NZ_CP030238.1	190743	191183	-			CHD23_RS00910	WP_000621107.1	146	N-acetyltransferase
chromosome	NZ_CP030238.1	191161	191742	-		tag	CHD23_RS00915	WP_002954698.1	193	DNA-3-methyladenine glycosylase I
chromosome	NZ_CP030238.1	191899	192603	+			CHD23_RS00920	WP_079895755.1	234	autotransporter outer membrane beta-barrel domain-containing protein
chromosome	NZ_CP030238.1	192834	194525	+		eptB	CHD23_RS00925	WP_002954700.1	563	kdo(2)-lipid A phosphoethanolamine 7\\'\\'-transferase
chromosome	NZ_CP030238.1	195344	196951	+			CHD23_RS00945	WP_000028041.1	535	ABC transporter substrate-binding protein
chromosome	NZ_CP030238.1	197095	198114	+		dppB	CHD23_RS00950	WP_000938839.1	339	dipeptide ABC transporter permease DppB
chromosome	NZ_CP030238.1	198124	199026	+		dppC	CHD23_RS00955	WP_000084685.1	300	dipeptide ABC transporter permease DppC
chromosome	NZ_CP030238.1	199037	200020	+		dppD	CHD23_RS00960	WP_001196502.1	327	dipeptide ABC transporter ATP-binding protein
chromosome	NZ_CP030238.1	200017	201030	+		dppF	CHD23_RS00965	WP_114049461.1	337	dipeptide ABC transporter ATP-binding subunit DppF
chromosome	NZ_CP030238.1	201130	202428	-			CHD23_RS00970	WP_002954585.1	432	amino acid permease
chromosome	NZ_CP030238.1	203070	203177	+			CHD23_RS00980	WP_000176739.1	35	type I toxin-antitoxin system toxin Ldr family protein
chromosome	NZ_CP030238.1	203259	204938	-		bcsG	CHD23_RS00985	WP_000192033.1	559	cellulose biosynthesis protein BcsG
chromosome	NZ_CP030238.1	204935	205126	-		bcsF	CHD23_RS00990	WP_000988320.1	63	cellulose biosynthesis protein BcsF
chromosome	NZ_CP030238.1	205123	206694	-		bcsE	CHD23_RS00995	WP_001205764.1	523	cellulose biosynthesis protein BcsE
chromosome	NZ_CP030238.1	206939	207142	+			CHD23_RS01000	WP_000282618.1	67	YhjR family protein
chromosome	NZ_CP030238.1	207143	207895	+		bcsQ	CHD23_RS01005	WP_000986108.1	250	cellulose biosynthesis protein BcsQ
chromosome	NZ_CP030238.1	207892	210516	+		bcsA	CHD23_RS01010	WP_114049462.1	874	UDP-forming cellulose synthase catalytic subunit
chromosome	NZ_CP030238.1	210527	212827	+		bcsB	CHD23_RS01015	WP_079815554.1	766	cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB
chromosome	NZ_CP030238.1	212831	213940	+		bcsZ	CHD23_RS01020	WP_114050295.1	369	cellulase
chromosome	NZ_CP030238.1	213922	217464	+		bcsC	CHD23_RS01025	WP_114049463.1	1180	cellulose biosynthesis protein BcsC
chromosome	NZ_CP030238.1	217637	219643	+		hmsP	CHD23_RS01035	WP_114049464.1	668	biofilm formation regulator HmsP
chromosome	NZ_CP030238.1	219801	221087	+		dctA	CHD23_RS01040	WP_000858228.1	428	MULTISPECIES: C4-dicarboxylate transporter DctC
chromosome	NZ_CP030238.1	221307	222794	+			CHD23_RS01045	WP_114049465.1	495	insulinase family protein
chromosome	NZ_CP030238.1	222843	223772	-			CHD23_RS01050	WP_114049466.1	309	sugar kinase
chromosome	NZ_CP030238.1	224000	224767	+		pdeH	CHD23_RS01055	WP_002954596.1	255	cyclic-guanylate-specific phosphodiesterase
chromosome	NZ_CP030238.1	224877	226937	+			CHD23_RS01060	WP_023186117.1	686	AsmA family protein
chromosome	NZ_CP030238.1	226976	228298	-			CHD23_RS01065	WP_002954598.1	440	MHS family MFS transporter
chromosome	NZ_CP030238.1	228605	229633	-		yhjD	CHD23_RS01070	WP_114049467.1	342	inner membrane protein YhjD
chromosome	NZ_CP030238.1	229706	230605	-			CHD23_RS01075	WP_000358052.1	299	LysR family transcriptional regulator
chromosome	NZ_CP030238.1	231228	231830	+			CHD23_RS01085	WP_002954599.1	200	response regulator transcription factor
chromosome	NZ_CP030238.1	231842	232192	-			CHD23_RS01090	WP_114049468.1	116	lysozyme
chromosome	NZ_CP030238.1	232473	234062	+			CHD23_RS01095	WP_023186122.1	529	hypothetical protein
chromosome	NZ_CP030238.1	234075	235724	-			CHD23_RS01100	WP_000934254.1	549	"MULTISPECIES: alpha,alpha-trehalase"
chromosome	NZ_CP030238.1	236109	237461	-		gorA	CHD23_RS01105	WP_000160763.1	450	glutathione-disulfide reductase
chromosome	NZ_CP030238.1	237566	238408	-			CHD23_RS01110	WP_000954244.1	280	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
chromosome	NZ_CP030238.1	238619	239890	+			CHD23_RS01115	WP_114049469.1	423	phosphatase PAP2 family protein
chromosome	NZ_CP030238.1	240072	242114	+		prlC	CHD23_RS01120	WP_002954604.1	680	oligopeptidase A
chromosome	NZ_CP030238.1	242121	242870	+		rsmJ	CHD23_RS01125	WP_002954605.1	249	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ
chromosome	NZ_CP030238.1	242898	244370	-		dtpB	CHD23_RS01130	WP_001098267.1	490	dipeptide/tripeptide permease DtpB
chromosome	NZ_CP030238.1	244694	245128	-		uspA	CHD23_RS01135	WP_000323565.1	144	MULTISPECIES: universal stress protein UspA
chromosome	NZ_CP030238.1	245516	245851	+		uspB	CHD23_RS01140	WP_000626193.1	111	MULTISPECIES: universal stress protein UspB
chromosome	NZ_CP030238.1	245936	247432	-		pitA	CHD23_RS01145	WP_000902757.1	498	inorganic phosphate transporter PitA
chromosome	NZ_CP030238.1	247663	248859	+			CHD23_RS01150	WP_000439223.1	398	NAD(P)/FAD-dependent oxidoreductase
chromosome	NZ_CP030238.1	249165	250232	+			CHD23_RS01155	WP_079892188.1	355	HlyD family efflux transporter periplasmic adaptor subunit
chromosome	NZ_CP030238.1	250229	252970	+		rbbA	CHD23_RS01160	WP_114049470.1	913	ribosome-associated ATPase/putative transporter RbbA
chromosome	NZ_CP030238.1	252970	254094	+			CHD23_RS01165	WP_001214754.1	374	ABC transporter permease
