#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP069518.1	12799	13047	-		rpsP	I6K01_RS00080	WP_000256453.1	82	MULTISPECIES: 30S ribosomal protein S16
chromosome	NZ_CP069518.1	13300	14661	-		ffh	I6K01_RS00085	WP_000460052.1	453	MULTISPECIES: signal recognition particle protein
chromosome	NZ_CP069518.1	14827	15618	+			I6K01_RS00090	WP_001537507.1	263	MULTISPECIES: inner membrane protein YpjD
chromosome	NZ_CP069518.1	15638	16924	+			I6K01_RS00095	WP_127172650.1	428	MULTISPECIES: HlyC/CorC family transporter
chromosome	NZ_CP069518.1	17045	17650	+			I6K01_RS00100	WP_001287933.1	201	hypothetical protein
chromosome	NZ_CP069518.1	17685	18275	-		grpE	I6K01_RS00105	WP_001518875.1	196	MULTISPECIES: nucleotide exchange factor GrpE
chromosome	NZ_CP069518.1	18398	19276	+		nadK	I6K01_RS00110	WP_001059155.1	292	MULTISPECIES: NAD(+) kinase
chromosome	NZ_CP069518.1	19362	21023	+		recN	I6K01_RS00115	WP_000880965.1	553	MULTISPECIES: DNA repair protein RecN
chromosome	NZ_CP069518.1	21172	21510	+		bamE	I6K01_RS00120	WP_001203445.1	112	MULTISPECIES: outer membrane protein assembly factor BamE
chromosome	NZ_CP069518.1	21672	21962	-			I6K01_RS00125	WP_001112990.1	96	MULTISPECIES: RnfH family protein
chromosome	NZ_CP069518.1	21952	22389	-			I6K01_RS00130	WP_001543334.1	145	MULTISPECIES: type II toxin-antitoxin system RatA family toxin
chromosome	NZ_CP069518.1	22578	23060	+		smpB	I6K01_RS00135	WP_001518569.1	160	MULTISPECIES: SsrA-binding protein SmpB
chromosome	NZ_CP069518.1	23675	35149	+		bapA	I6K01_RS00140	WP_001237701.1	3824	biofilm-associated protein BapA
chromosome	NZ_CP069518.1	35214	36623	+			I6K01_RS00145	WP_000533869.1	469	TolC family outer membrane protein
chromosome	NZ_CP069518.1	36620	38800	+			I6K01_RS00150	WP_000196150.1	726	type I secretion system permease/ATPase
chromosome	NZ_CP069518.1	38808	39971	+			I6K01_RS00155	WP_072210626.1	387	HlyD family efflux transporter periplasmic adaptor subunit
chromosome	NZ_CP069518.1	40522	40740	-			I6K01_RS00165	WP_000980499.1	72	ogr/Delta-like zinc finger family protein
chromosome	NZ_CP069518.1	40809	41909	-			I6K01_RS00170	WP_001102268.1	366	phage late control D family protein
chromosome	NZ_CP069518.1	41906	42391	-			I6K01_RS00175	WP_000980409.1	161	MULTISPECIES: phage tail protein
chromosome	NZ_CP069518.1	42388	45195	-			I6K01_RS00180	WP_001282762.1	935	phage tail tape measure protein
chromosome	NZ_CP069518.1	45188	45307	-			I6K01_RS00185	WP_000763317.1	39	MULTISPECIES: GpE family phage tail protein
chromosome	NZ_CP069518.1	45322	45624	-			I6K01_RS00190	WP_001280967.1	100	MULTISPECIES: phage tail assembly protein
chromosome	NZ_CP069518.1	45679	46194	-			I6K01_RS00195	WP_001207650.1	171	MULTISPECIES: phage major tail tube protein
chromosome	NZ_CP069518.1	46204	47376	-			I6K01_RS00200	WP_000046109.1	390	MULTISPECIES: phage tail sheath protein
chromosome	NZ_CP069518.1	47479	48036	-		fin	I6K01_RS00205	WP_001165555.1	185	MULTISPECIES: serine-type DNA invertase Fin
chromosome	NZ_CP069518.1	48066	48932	+			I6K01_RS00210	WP_119813323.1	288	phage tail protein
chromosome	NZ_CP069518.1	48935	49474	+			I6K01_RS00215	WP_000972187.1	179	tail fiber assembly protein
chromosome	NZ_CP069518.1	49478	50095	-			I6K01_RS00220	WP_077905334.1	205	tail fiber assembly protein
chromosome	NZ_CP069518.1	50065	51843	-			I6K01_RS00225	WP_119813322.1	592	phage tail protein
chromosome	NZ_CP069518.1	51840	52445	-			I6K01_RS00230	WP_001086806.1	201	MULTISPECIES: phage tail protein I
chromosome	NZ_CP069518.1	52438	53346	-			I6K01_RS00235	WP_000268331.1	302	baseplate assembly protein
chromosome	NZ_CP069518.1	53333	53692	-			I6K01_RS00240	WP_000177407.1	119	MULTISPECIES: GPW/gp25 family protein
chromosome	NZ_CP069518.1	53689	54267	-			I6K01_RS00245	WP_000993748.1	192	phage baseplate assembly protein V
chromosome	NZ_CP069518.1	54336	54782	-			I6K01_RS00250	WP_000829159.1	148	phage virion morphogenesis protein
chromosome	NZ_CP069518.1	54775	55206	-			I6K01_RS00255	WP_001039959.1	143	phage tail protein
chromosome	NZ_CP069518.1	55302	55730	-			I6K01_RS00260	WP_024133728.1	142	Rz-like lysis system protein LysB
chromosome	NZ_CP069518.1	55727	56104	-			I6K01_RS00265	WP_000731037.1	125	DNZ54_00345 family protein
chromosome	NZ_CP069518.1	56109	56618	-			I6K01_RS00270	WP_001069918.1	169	MULTISPECIES: lysozyme
chromosome	NZ_CP069518.1	56599	56814	-			I6K01_RS00275	WP_000171565.1	71	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	56818	57021	-			I6K01_RS00280	WP_000868173.1	67	MULTISPECIES: tail protein X
chromosome	NZ_CP069518.1	57021	57485	-			I6K01_RS00285	WP_000673523.1	154	MULTISPECIES: head completion/stabilization protein
chromosome	NZ_CP069518.1	57581	58231	-			I6K01_RS00290	WP_000059177.1	216	terminase endonuclease subunit
chromosome	NZ_CP069518.1	58235	59302	-			I6K01_RS00295	WP_000730761.1	355	"phage major capsid protein, P2 family"
chromosome	NZ_CP069518.1	59319	60152	-			I6K01_RS00300	WP_000216225.1	277	GPO family capsid scaffolding protein
chromosome	NZ_CP069518.1	60295	62061	+			I6K01_RS00305	WP_001098415.1	588	terminase ATPase subunit family protein
chromosome	NZ_CP069518.1	62061	63098	+			I6K01_RS00310	WP_001289197.1	345	phage portal protein
chromosome	NZ_CP069518.1	63140	64906	-			I6K01_RS00315	WP_000896204.1	588	AIPR family protein
chromosome	NZ_CP069518.1	65281	65958	-			I6K01_RS00320	WP_000700647.1	225	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	66072	66305	-			I6K01_RS00325	WP_001217575.1	77	MULTISPECIES: DinI family protein
chromosome	NZ_CP069518.1	66316	66504	-			I6K01_RS00330	WP_001154431.1	62	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	69062	69892	-			I6K01_RS00340	WP_000164042.1	276	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	69889	70743	-			I6K01_RS00345	WP_000104123.1	284	DNA adenine methylase
chromosome	NZ_CP069518.1	70740	70967	-			I6K01_RS00350	WP_000785512.1	75	TraR/DksA family transcriptional regulator
chromosome	NZ_CP069518.1	70967	71200	-			I6K01_RS00355	WP_001244241.1	77	MULTISPECIES: DUF2732 family protein
chromosome	NZ_CP069518.1	71268	71609	-			I6K01_RS00360	WP_000963479.1	113	MULTISPECIES: DUF5347 domain-containing protein
chromosome	NZ_CP069518.1	71573	71773	-			I6K01_RS00365	WP_000956168.1	66	MULTISPECIES: DUF2724 domain-containing protein
chromosome	NZ_CP069518.1	71781	72290	-			I6K01_RS00370	WP_000460859.1	169	phage regulatory CII family protein
chromosome	NZ_CP069518.1	72323	72565	-			I6K01_RS00375	WP_000102106.1	80	MULTISPECIES: Rha family transcriptional regulator
chromosome	NZ_CP069518.1	72685	73317	+			I6K01_RS00380	WP_000983960.1	210	phage repressor protein CI
chromosome	NZ_CP069518.1	73319	74338	+			I6K01_RS00385	WP_000155492.1	339	site-specific integrase
chromosome	NZ_CP069518.1	74343	75566	+			I6K01_RS00390	WP_001244284.1	407	hypothetical protein
chromosome	NZ_CP069518.1	75932	77173	+			I6K01_RS00395	WP_000113811.1	413	MULTISPECIES: integrase
chromosome	NZ_CP069518.1	77515	78378	+			I6K01_RS00400	WP_001067697.1	287	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	78362	78790	+			I6K01_RS00405	WP_001089371.1	142	hypothetical protein
chromosome	NZ_CP069518.1	78902	79171	-			I6K01_RS00410	WP_000657150.1	89	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	80580	80891	-			I6K01_RS00415	WP_001090617.1	103	MULTISPECIES: conjugal transfer protein TraD
chromosome	NZ_CP069518.1	81141	81524	-			I6K01_RS00420	WP_000504709.1	127	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	81533	82402	-			I6K01_RS00425	WP_000603564.1	289	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	84176	85291	+		iroB	I6K01_RS00430	WP_001221106.1	371	salmochelin biosynthesis C-glycosyltransferase IroB
chromosome	NZ_CP069518.1	85372	89028	+		iroC	I6K01_RS00435	WP_001111795.1	1218	salmochelin/enterobactin export ABC transporter IroC
chromosome	NZ_CP069518.1	89138	90382	+			I6K01_RS00440	WP_001239928.1	414	MULTISPECIES: esterase family protein
chromosome	NZ_CP069518.1	90414	91349	+			I6K01_RS00445	WP_000274357.1	311	alpha/beta hydrolase
chromosome	NZ_CP069518.1	91391	93571	-			I6K01_RS00450	WP_033903518.1	726	TonB-dependent siderophore receptor
chromosome	NZ_CP069518.1	94096	94428	-			I6K01_RS00455	WP_077905746.1	110	hypothetical protein
chromosome	NZ_CP069518.1	94603	95595	-		pipB2	I6K01_RS00460	WP_001189823.1	330	type III secretion system effector PipB2
chromosome	NZ_CP069518.1	96112	97041	+			I6K01_RS00465	WP_000178742.1	309	MULTISPECIES: VirK family antimicrobial peptide resistance protein
chromosome	NZ_CP069518.1	97335	98231	+			I6K01_RS00470	WP_000701508.1	298	MULTISPECIES: antimicrobial resistance protein Mig-14
chromosome	NZ_CP069518.1	98953	99966	-			I6K01_RS00475	WP_001059351.1	337	MULTISPECIES: HoxN/HupN/NixA family nickel/cobalt transporter
chromosome	NZ_CP069518.1	100099	101514	-			I6K01_RS00480	WP_000872335.1	471	MULTISPECIES: sensor histidine kinase
chromosome	NZ_CP069518.1	101501	102175	-		tctD	I6K01_RS00485	WP_001237934.1	224	MULTISPECIES: transcriptional regulator TctD
chromosome	NZ_CP069518.1	102330	103307	+			I6K01_RS00490	WP_000744413.1	325	MULTISPECIES: tripartite tricarboxylate transporter substrate binding protein
chromosome	NZ_CP069518.1	103319	103753	+			I6K01_RS00495	WP_001574835.1	144	MULTISPECIES: tripartite tricarboxylate transporter TctB family protein
chromosome	NZ_CP069518.1	103764	105278	+			I6K01_RS00500	WP_000382034.1	504	MULTISPECIES: tripartite tricarboxylate transporter permease
chromosome	NZ_CP069518.1	105580	106557	+		csiD	I6K01_RS00505	WP_000993105.1	325	MULTISPECIES: carbon starvation induced protein CsiD
chromosome	NZ_CP069518.1	106583	107851	+		lhgO	I6K01_RS00510	WP_000271889.1	422	L-2-hydroxyglutarate oxidase
chromosome	NZ_CP069518.1	107873	109321	+		gabD	I6K01_RS00515	WP_001176518.1	482	MULTISPECIES: NADP-dependent succinate-semialdehyde dehydrogenase
chromosome	NZ_CP069518.1	109336	110619	+		gabT	I6K01_RS00520	WP_001095563.1	427	4-aminobutyrate--2-oxoglutarate transaminase
chromosome	NZ_CP069518.1	110750	112150	+		gabP	I6K01_RS00525	WP_000531288.1	466	MULTISPECIES: GABA permease
chromosome	NZ_CP069518.1	112192	112869	+		csiR	I6K01_RS00530	WP_000126152.1	225	MULTISPECIES: DNA-binding transcriptional regulator CsiR
chromosome	NZ_CP069518.1	112891	113340	-		lysM	I6K01_RS00535	WP_000522406.1	149	MULTISPECIES: peptidoglycan-binding protein LysM
chromosome	NZ_CP069518.1	113440	113598	-			I6K01_RS00540	WP_000508175.1	52	MULTISPECIES: YqaE/Pmp3 family membrane protein
chromosome	NZ_CP069518.1	113781	114080	+			I6K01_RS00545	WP_000137432.1	99	MULTISPECIES: metalloregulator ArsR/SmtB family transcription factor
chromosome	NZ_CP069518.1	114090	114617	+			I6K01_RS00550	WP_000022015.1	175	rhodanese family protein
chromosome	NZ_CP069518.1	114696	114875	+			I6K01_RS00555	WP_000494935.1	59	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	114965	115366	-		stpA	I6K01_RS00560	WP_001051100.1	133	MULTISPECIES: DNA-binding protein StpA
chromosome	NZ_CP069518.1	116266	116715	+		alaE	I6K01_RS00565	WP_000492669.1	149	MULTISPECIES: L-alanine exporter AlaE
chromosome	NZ_CP069518.1	116750	117100	-			I6K01_RS00570	WP_000281304.1	116	MULTISPECIES: DUF2002 family protein
chromosome	NZ_CP069518.1	117262	117588	+			I6K01_RS00575	WP_001549924.1	108	MULTISPECIES: DUF883 domain-containing protein
chromosome	NZ_CP069518.1	117672	119006	-			I6K01_RS00580	WP_001138473.1	444	MULTISPECIES: PLP-dependent aminotransferase family protein
chromosome	NZ_CP069518.1	119095	119526	+			I6K01_RS00585	WP_000209808.1	143	MULTISPECIES: carboxymuconolactone decarboxylase family protein
chromosome	NZ_CP069518.1	119798	120043	+		nrdH	I6K01_RS00590	WP_000028870.1	81	MULTISPECIES: glutaredoxin-like protein NrdH
chromosome	NZ_CP069518.1	120040	120450	+		nrdI	I6K01_RS00595	WP_001275402.1	136	MULTISPECIES: class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
chromosome	NZ_CP069518.1	120423	122567	+		nrdE	I6K01_RS00600	WP_000246176.1	714	MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit alpha
chromosome	NZ_CP069518.1	122578	123537	+		nrdF	I6K01_RS00605	WP_000777911.1	319	MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit beta
chromosome	NZ_CP069518.1	123892	125094	+		proV	I6K01_RS00610	WP_000985529.1	400	MULTISPECIES: glycine betaine/L-proline ABC transporter ATP-binding protein ProV
chromosome	NZ_CP069518.1	125087	126151	+		proW	I6K01_RS00615	WP_000775016.1	354	glycine betaine/L-proline ABC transporter permease ProW
chromosome	NZ_CP069518.1	126221	127216	+		proX	I6K01_RS00620	WP_001216613.1	331	MULTISPECIES: glycine betaine/L-proline ABC transporter substrate-binding protein ProX
chromosome	NZ_CP069518.1	127381	128565	+			I6K01_RS00625	WP_000165772.1	394	MULTISPECIES: MFS transporter
chromosome	NZ_CP069518.1	129062	129592	+		mprA	I6K01_RS00630	WP_000378431.1	176	MULTISPECIES: transcriptional repressor MprA
chromosome	NZ_CP069518.1	129719	130891	+		emrA	I6K01_RS00635	WP_001275606.1	390	MULTISPECIES: multidrug efflux MFS transporter periplasmic adaptor subunit EmrA
chromosome	NZ_CP069518.1	130908	132446	+		emrB	I6K01_RS00640	WP_001187298.1	512	MULTISPECIES: multidrug efflux MFS transporter permease subunit EmrB
chromosome	NZ_CP069518.1	132495	133865	-			I6K01_RS00645	WP_000645133.1	456	MULTISPECIES: carbohydrate porin
chromosome	NZ_CP069518.1	134211	134726	-		luxS	I6K01_RS00650	WP_001130194.1	171	MULTISPECIES: S-ribosylhomocysteine lyase
chromosome	NZ_CP069518.1	134876	136432	-		gshA	I6K01_RS00655	WP_000611821.1	518	MULTISPECIES: glutamate--cysteine ligase
chromosome	NZ_CP069518.1	136509	136934	-			I6K01_RS00660	WP_001279499.1	141	MULTISPECIES: DedA family protein
chromosome	NZ_CP069518.1	136931	137497	-		yqaB	I6K01_RS00665	WP_000271296.1	188	MULTISPECIES: fructose-1-phosphate/6-phosphogluconate phosphatase
chromosome	NZ_CP069518.1	138894	139079	-		csrA	I6K01_RS00695	WP_000906486.1	61	MULTISPECIES: carbon storage regulator CsrA
chromosome	NZ_CP069518.1	139314	141944	-		alaS	I6K01_RS00700	WP_000047220.1	876	MULTISPECIES: alanine--tRNA ligase
chromosome	NZ_CP069518.1	142180	142680	-		recX	I6K01_RS00705	WP_001294862.1	166	MULTISPECIES: recombination regulator RecX
chromosome	NZ_CP069518.1	142797	143858	-		recA	I6K01_RS00710	WP_000963150.1	353	MULTISPECIES: recombinase RecA
chromosome	NZ_CP069518.1	143943	144440	-		pncC	I6K01_RS00715	WP_000132241.1	165	nicotinamide-nucleotide amidase
chromosome	NZ_CP069518.1	144918	145997	-		mltB	I6K01_RS00720	WP_000476811.1	359	MULTISPECIES: lytic murein transglycosylase B
chromosome	NZ_CP069518.1	146251	146814	+		srlA	I6K01_RS00725	WP_000573333.1	187	MULTISPECIES: PTS glucitol/sorbitol transporter subunit IIC
chromosome	NZ_CP069518.1	146811	147782	+			I6K01_RS00730	WP_000199042.1	323	MULTISPECIES: PTS glucitol/sorbitol transporter subunit IIB
chromosome	NZ_CP069518.1	147794	148156	+		srlB	I6K01_RS00735	WP_000111553.1	120	MULTISPECIES: PTS glucitol/sorbitol transporter subunit IIA
chromosome	NZ_CP069518.1	148168	148947	+		srlD	I6K01_RS00740	WP_001077368.1	259	MULTISPECIES: sorbitol-6-phosphate dehydrogenase
chromosome	NZ_CP069518.1	149024	149383	+		gutM	I6K01_RS00745	WP_000255198.1	119	MULTISPECIES: transcriptional regulator GutM
chromosome	NZ_CP069518.1	149581	150354	+		srlR	I6K01_RS00750	WP_000804536.1	257	MULTISPECIES: glucitol operon DNA-binding transcriptional repressor SrlR
chromosome	NZ_CP069518.1	150347	151312	+		gutQ	I6K01_RS00755	WP_001278206.1	321	MULTISPECIES: arabinose-5-phosphate isomerase GutQ
chromosome	NZ_CP069518.1	151309	152829	-		norR	I6K01_RS00760	WP_000010814.1	506	MULTISPECIES: nitric oxide reductase transcriptional regulator NorR
chromosome	NZ_CP069518.1	153015	154454	+		norV	I6K01_RS00765	WP_000026000.1	479	MULTISPECIES: anaerobic nitric oxide reductase flavorubredoxin
chromosome	NZ_CP069518.1	154451	155584	+		norW	I6K01_RS00770	WP_000086339.1	377	MULTISPECIES: NADH:flavorubredoxin reductase NorW
chromosome	NZ_CP069518.1	155681	157921	-		hypF	I6K01_RS00775	WP_000963424.1	746	MULTISPECIES: carbamoyltransferase HypF
chromosome	NZ_CP069518.1	158067	158612	-		hydN	I6K01_RS00780	WP_001078787.1	181	MULTISPECIES: electron transport protein HydN
chromosome	NZ_CP069518.1	158813	159622	-			I6K01_RS00785	WP_000902279.1	269	hypothetical protein
chromosome	NZ_CP069518.1	159649	160119	-		hycI	I6K01_RS00790	WP_000132984.1	156	MULTISPECIES: hydrogenase maturation peptidase HycI
chromosome	NZ_CP069518.1	160112	160522	-			I6K01_RS00795	WP_000003725.1	136	MULTISPECIES: formate hydrogenlyase maturation HycH family protein
chromosome	NZ_CP069518.1	160519	161286	-		hycG	I6K01_RS00800	WP_000067419.1	255	MULTISPECIES: formate hydrogenlyase subunit HycG
chromosome	NZ_CP069518.1	161286	161828	-		hycF	I6K01_RS00805	WP_000493767.1	180	MULTISPECIES: formate hydrogenlyase subunit HycF
chromosome	NZ_CP069518.1	161838	163547	-		hycE	I6K01_RS00810	WP_001288155.1	569	MULTISPECIES: formate hydrogenlyase subunit HycE
chromosome	NZ_CP069518.1	163565	164488	-			I6K01_RS00815	WP_000110563.1	307	MULTISPECIES: respiratory chain complex I subunit 1 family protein
chromosome	NZ_CP069518.1	164491	166317	-		hycC	I6K01_RS00820	WP_000097041.1	608	MULTISPECIES: formate hydrogenlyase subunit 3
chromosome	NZ_CP069518.1	166317	166925	-		hycB	I6K01_RS00825	WP_001079193.1	202	formate hydrogenlyase subunit HycB
chromosome	NZ_CP069518.1	167071	167532	-		hycA	I6K01_RS00830	WP_000158074.1	153	MULTISPECIES: formate hydrogenlyase regulator HycA
chromosome	NZ_CP069518.1	167742	168098	+		hypA	I6K01_RS00835	WP_000544461.1	118	MULTISPECIES: hydrogenase maturation nickel metallochaperone HypA
chromosome	NZ_CP069518.1	168167	169039	+		hypB	I6K01_RS00840	WP_000337640.1	290	MULTISPECIES: hydrogenase nickel incorporation protein HypB
chromosome	NZ_CP069518.1	169030	169302	+		hypC	I6K01_RS00845	WP_000334871.1	90	MULTISPECIES: hydrogenase 3 maturation protein HypC
chromosome	NZ_CP069518.1	169302	170423	+		hypD	I6K01_RS00850	WP_001212962.1	373	MULTISPECIES: hydrogenase formation protein HypD
chromosome	NZ_CP069518.1	170420	171430	+		hypE	I6K01_RS00855	WP_001059959.1	336	MULTISPECIES: hydrogenase expression/formation protein HypE
chromosome	NZ_CP069518.1	171649	173727	+		flhA	I6K01_RS00860	WP_000122691.1	692	MULTISPECIES: formate hydrogenlyase transcriptional activator FlhA
chromosome	NZ_CP069518.1	173789	174133	-			I6K01_RS00865	WP_001117938.1	114	MULTISPECIES: nitrous oxide-stimulated promoter family protein
chromosome	NZ_CP069518.1	174315	175232	+		sitA	I6K01_RS00870	WP_000182930.1	305	MULTISPECIES: iron/manganese ABC transporter substrate-binding protein SitA
chromosome	NZ_CP069518.1	175229	176050	+		sitB	I6K01_RS00875	WP_000083153.1	273	MULTISPECIES: iron/manganese ABC transporter ATP-binding protein SitB
chromosome	NZ_CP069518.1	176047	176907	+		sitC	I6K01_RS00880	WP_001104336.1	286	MULTISPECIES: iron/manganese ABC transporter permease subunit SitC
chromosome	NZ_CP069518.1	176898	177746	+		sitD	I6K01_RS00885	WP_000480205.1	282	MULTISPECIES: iron/manganese ABC transporter permease subunit SitD
chromosome	NZ_CP069518.1	178023	178778	-			I6K01_RS00890	WP_001246662.1	251	MULTISPECIES: transcriptional regulator SprB
chromosome	NZ_CP069518.1	179163	180050	-		sirC	I6K01_RS00895	WP_000243998.1	295	MULTISPECIES: invasion transcriptional regulator HilC
chromosome	NZ_CP069518.1	180396	180848	-			I6K01_RS00900	WP_000612177.1	150	MULTISPECIES: type III secretion system effector protein OrgC
chromosome	NZ_CP069518.1	180864	181535	-		orgB	I6K01_RS00905	WP_000916655.1	223	MULTISPECIES: type III secretion system linker protein OrgB
chromosome	NZ_CP069518.1	181492	182091	-		orgA	I6K01_RS00910	WP_001591231.1	199	MULTISPECIES: oxygen-regulated invasion protein OrgA
chromosome	NZ_CP069518.1	182063	182821	-		prgK	I6K01_RS00915	WP_000621238.1	252	MULTISPECIES: type III secretion system inner membrane ring lipoprotein PrgK
chromosome	NZ_CP069518.1	182818	183123	-		prgJ	I6K01_RS00920	WP_000020431.1	101	MULTISPECIES: type III secretion system inner rod protein PrgJ
chromosome	NZ_CP069518.1	183142	183384	-		prgI	I6K01_RS00925	WP_000235228.1	80	MULTISPECIES: type III secretion system needle filament protein PrgI
chromosome	NZ_CP069518.1	183409	184587	-		prgH	I6K01_RS00930	WP_000450196.1	392	MULTISPECIES: type III secretion system inner membrane ring protein PrgH
chromosome	NZ_CP069518.1	184903	185832	+		hilD	I6K01_RS00935	WP_000432699.1	309	MULTISPECIES: transcriptional regulator HilD
chromosome	NZ_CP069518.1	186922	188583	+		hilA	I6K01_RS00940	WP_001120085.1	553	MULTISPECIES: transcriptional regulator HilA
chromosome	NZ_CP069518.1	188601	189083	+		iagB	I6K01_RS00945	WP_000558932.1	160	MULTISPECIES: SPI-1 type III secretion system invasion protein IagB
chromosome	NZ_CP069518.1	189137	190768	-		sptP	I6K01_RS00950	WP_000922291.1	543	MULTISPECIES: SPI-1 type III secretion system effector GTPase-activating protein SptP
chromosome	NZ_CP069518.1	190755	191147	-		sicP	I6K01_RS00955	WP_001147854.1	130	MULTISPECIES: chaperone SicP
chromosome	NZ_CP069518.1	191174	191434	-			I6K01_RS00960	WP_000692250.1	86	MULTISPECIES: hypothetical protein
chromosome	NZ_CP069518.1	191478	191726	-			I6K01_RS00965	WP_001055579.1	82	MULTISPECIES: acyl carrier protein
chromosome	NZ_CP069518.1	191745	193802	-		sipA	I6K01_RS00970	WP_000258831.1	685	SPI-1 type III secretion system effector SipA
chromosome	NZ_CP069518.1	193821	194843	-		sipD	I6K01_RS00975	WP_000932257.1	340	SPI-1 type III secretion system needle tip complex protein SipD
chromosome	NZ_CP069518.1	194914	196143	-		sipC	I6K01_RS00980	WP_000909028.1	409	MULTISPECIES: SPI-1 type III secretion system needle tip complex protein SipC
chromosome	NZ_CP069518.1	196171	197952	-		sipB	I6K01_RS00985	WP_000245782.1	593	MULTISPECIES: SPI-1 type III secretion system needle tip complex protein SipB
chromosome	NZ_CP069518.1	197955	198452	-		sicA	I6K01_RS00990	WP_000386309.1	165	MULTISPECIES: SycD/LcrH family type III secretion system chaperone SicA
chromosome	NZ_CP069518.1	198590	199660	-		spaS	I6K01_RS00995	WP_000097719.1	356	MULTISPECIES: SPI-1 type III secretion system export apparatus protein SpaS
chromosome	NZ_CP069518.1	199647	200438	-		spaR	I6K01_RS01000	WP_000498965.1	263	MULTISPECIES: SPI-1 type III secretion system export apparatus protein SpaR
chromosome	NZ_CP069518.1	200442	200702	-		spaQ	I6K01_RS01005	WP_000342503.1	86	MULTISPECIES: SPI-1 type III secretion system export apparatus protein SpaQ
chromosome	NZ_CP069518.1	200728	201402	-		spaP	I6K01_RS01010	WP_000526016.1	224	MULTISPECIES: SPI-1 type III secretion system export apparatus protein SpaP
chromosome	NZ_CP069518.1	201392	202303	-		spaO	I6K01_RS01015	WP_000058735.1	303	SPI-1 type III secretion system protein SpaO
chromosome	NZ_CP069518.1	202303	203313	-		spaN	I6K01_RS01020	WP_000503094.1	336	SPI-1 type III secretion system protein SpaN
chromosome	NZ_CP069518.1	203313	203756	-		spaM	I6K01_RS01025	WP_000555884.1	147	MULTISPECIES: SPI-1 type III secretion system protein SpaM
chromosome	NZ_CP069518.1	203734	205029	-		invC	I6K01_RS01030	WP_000856766.1	431	MULTISPECIES: SctN family type III secretion system ATPase InvC
chromosome	NZ_CP069518.1	205026	205433	-		spaK	I6K01_RS01035	WP_001164066.1	135	MULTISPECIES: SPI-1 type III secretion system chaperone SpaK
