#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP046279.1	36138	36485	+		chbA	FOC15_RS00180	WP_000459883.1	115	"MULTISPECIES: PTS N,N\\'-diacetylchitobiose transporter subunit IIA"
chromosome	NZ_CP046279.1	36496	37338	+		chbR	FOC15_RS00185	WP_000983393.1	280	MULTISPECIES: transcriptional regulator ChbR
chromosome	NZ_CP046279.1	37463	38818	+			FOC15_RS00190	WP_080188782.1	451	6-phospho-beta-glucosidase
chromosome	NZ_CP046279.1	38831	39589	+		chbG	FOC15_RS00195	WP_000442743.1	252	MULTISPECIES: chitin disaccharide deacetylase
chromosome	NZ_CP046279.1	39633	41885	-		katE	FOC15_RS00200	WP_023213405.1	750	catalase HPII
chromosome	NZ_CP046279.1	42250	42492	+		cedA	FOC15_RS00205	WP_000977510.1	80	MULTISPECIES: cell division activator CedA
chromosome	NZ_CP046279.1	42594	43985	-		tcyP	FOC15_RS00210	WP_001010662.1	463	MULTISPECIES: cystine/sulfocysteine:cation symporter
chromosome	NZ_CP046279.1	44122	44721	-			FOC15_RS00215	WP_000505804.1	199	MULTISPECIES: metal-dependent hydrolase
chromosome	NZ_CP046279.1	44859	45527	-		hxpB	FOC15_RS00220	WP_000106854.1	222	MULTISPECIES: hexitol phosphatase HxpB
chromosome	NZ_CP046279.1	45676	46212	+			FOC15_RS00225	WP_000222158.1	178	MULTISPECIES: YniB family protein
chromosome	NZ_CP046279.1	46255	47115	-			FOC15_RS00230	WP_000267686.1	286	MULTISPECIES: fructosamine kinase family protein
chromosome	NZ_CP046279.1	47222	47512	-		ghoS	FOC15_RS00235	WP_000146133.1	96	MULTISPECIES: type V toxin-antitoxin system endoribonuclease antitoxin GhoS
chromosome	NZ_CP046279.1	47609	48541	-		pfkB	FOC15_RS00240	WP_000251707.1	310	MULTISPECIES: 6-phosphofructokinase II
chromosome	NZ_CP046279.1	48830	49588	+			FOC15_RS00245	WP_000770981.1	252	MULTISPECIES: YdiY family protein
chromosome	NZ_CP046279.1	49637	50596	-			FOC15_RS00250	WP_001046434.1	319	MULTISPECIES: lipid A deacylase LpxR family protein
chromosome	NZ_CP046279.1	50739	50987	+			FOC15_RS00255	WP_000916606.1	82	hypothetical protein
chromosome	NZ_CP046279.1	51050	51904	+			FOC15_RS00260	WP_001044089.1	284	MULTISPECIES: DNA/RNA non-specific endonuclease
chromosome	NZ_CP046279.1	52164	54092	+		thrS	FOC15_RS00265	WP_001144226.1	642	MULTISPECIES: threonine--tRNA ligase
chromosome	NZ_CP046279.1	54096	54638	+		infC	FOC15_RS00270	WP_001574431.1	180	MULTISPECIES: translation initiation factor IF-3
chromosome	NZ_CP046279.1	54734	54931	+		rpmI	FOC15_RS00275	WP_001124225.1	65	MULTISPECIES: 50S ribosomal protein L35
chromosome	NZ_CP046279.1	54982	55338	+		rplT	FOC15_RS00280	WP_000124850.1	118	MULTISPECIES: 50S ribosomal protein L20
chromosome	NZ_CP046279.1	55459	55503	+		pheM	FOC15_RS00285	WP_001386830.1	14	MULTISPECIES: pheST operon leader peptide PheM
chromosome	NZ_CP046279.1	55640	56623	+		pheS	FOC15_RS00290	WP_000018570.1	327	MULTISPECIES: phenylalanine--tRNA ligase subunit alpha
chromosome	NZ_CP046279.1	56639	59026	+		pheT	FOC15_RS00295	WP_000672402.1	795	MULTISPECIES: phenylalanine--tRNA ligase subunit beta
chromosome	NZ_CP046279.1	59031	59330	+		ihfA	FOC15_RS00300	WP_001229266.1	99	MULTISPECIES: integration host factor subunit alpha
chromosome	NZ_CP046279.1	59533	60513	+		btuC	FOC15_RS00305	WP_000954977.1	326	MULTISPECIES: vitamin B12 ABC transporter permease BtuC
chromosome	NZ_CP046279.1	60605	61156	+			FOC15_RS00310	WP_023232948.1	183	glutathione peroxidase
chromosome	NZ_CP046279.1	61156	61905	+		btuD	FOC15_RS00315	WP_023232947.1	249	vitamin B12 ABC transporter ATP-binding protein BtuD
chromosome	NZ_CP046279.1	61982	62446	+			FOC15_RS00320	WP_001213256.1	154	MULTISPECIES: lipoprotein
chromosome	NZ_CP046279.1	62760	63473	+		ydiV	FOC15_RS00325	WP_080188583.1	237	anti-FlhDC factor YdiV
chromosome	NZ_CP046279.1	63535	64977	+			FOC15_RS00330	WP_080188584.1	480	YdiU family protein
chromosome	NZ_CP046279.1	65012	65203	-		hemP	FOC15_RS00335	WP_000089117.1	63	MULTISPECIES: hemin uptake protein HemP
chromosome	NZ_CP046279.1	65360	66406	-		aroH	FOC15_RS00340	WP_001082196.1	348	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase AroH
chromosome	NZ_CP046279.1	66562	67395	-		ppsR	FOC15_RS00345	WP_080188585.1	277	posphoenolpyruvate synthetase regulatory kinase/phosphorylase PpsR
chromosome	NZ_CP046279.1	67732	70110	+		ppsA	FOC15_RS00350	WP_000069333.1	792	MULTISPECIES: phosphoenolpyruvate synthase
chromosome	NZ_CP046279.1	70210	70968	-		aroD	FOC15_RS00355	WP_000860215.1	252	MULTISPECIES: type I 3-dehydroquinate dehydratase
chromosome	NZ_CP046279.1	71320	72438	-		ydiK	FOC15_RS00365	WP_000248615.1	372	MULTISPECIES: AI-2E family transporter YdiK
chromosome	NZ_CP046279.1	72703	75759	+			FOC15_RS00370	WP_015405972.1	1018	MULTISPECIES: FAD-binding oxidoreductase
chromosome	NZ_CP046279.1	75756	76166	+		menI	FOC15_RS00375	WP_000637926.1	136	"MULTISPECIES: 1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
chromosome	NZ_CP046279.1	76265	76453	+			FOC15_RS00380	WP_001537749.1	62	MULTISPECIES: YdiH family protein
chromosome	NZ_CP046279.1	76741	78087	-			FOC15_RS00385	WP_080073281.1	448	L-cystine transporter
chromosome	NZ_CP046279.1	78514	78882	+		sufA	FOC15_RS00390	WP_000418969.1	122	MULTISPECIES: Fe-S cluster assembly scaffold SufA
chromosome	NZ_CP046279.1	78891	80378	+		sufB	FOC15_RS00395	WP_000089383.1	495	MULTISPECIES: Fe-S cluster assembly protein SufB
chromosome	NZ_CP046279.1	80395	81141	+		sufC	FOC15_RS00400	WP_000948904.1	248	MULTISPECIES: Fe-S cluster assembly ATPase SufC
chromosome	NZ_CP046279.1	81116	82387	+		sufD	FOC15_RS00405	WP_000907939.1	423	MULTISPECIES: Fe-S cluster assembly protein SufD
chromosome	NZ_CP046279.1	82384	83604	+		sufS	FOC15_RS00410	WP_000143859.1	406	MULTISPECIES: cysteine desulfurase SufS
chromosome	NZ_CP046279.1	83617	84033	+		sufE	FOC15_RS00415	WP_000729470.1	138	MULTISPECIES: cysteine desulfuration protein SufE
chromosome	NZ_CP046279.1	84188	85189	+			FOC15_RS00420	WP_000817051.1	333	"MULTISPECIES: L,D-transpeptidase family protein"
chromosome	NZ_CP046279.1	85256	85495	-			FOC15_RS00425	WP_001531125.1	79	MULTISPECIES: major outer membrane lipoprotein
chromosome	NZ_CP046279.1	85576	85815	-			FOC15_RS00430	WP_023213414.1	79	major outer membrane lipoprotein
chromosome	NZ_CP046279.1	85898	86134	-		lpp	FOC15_RS00435	WP_001082307.1	78	MULTISPECIES: murein lipoprotein Lpp
chromosome	NZ_CP046279.1	86445	87857	-		pykF	FOC15_RS00440	WP_000751447.1	470	MULTISPECIES: pyruvate kinase PykF
chromosome	NZ_CP046279.1	88259	89602	-			FOC15_RS00445	WP_000756083.1	447	MULTISPECIES: APC family permease
chromosome	NZ_CP046279.1	89624	90517	-			FOC15_RS00450	WP_001000511.1	297	MULTISPECIES: proline iminopeptidase-family hydrolase
chromosome	NZ_CP046279.1	90576	91313	-			FOC15_RS00455	WP_000697187.1	245	MULTISPECIES: glutamine amidotransferase
chromosome	NZ_CP046279.1	91325	92551	-			FOC15_RS00460	WP_000471815.1	408	MULTISPECIES: PfkB family carbohydrate kinase
chromosome	NZ_CP046279.1	92874	95936	-		ttrA	FOC15_RS00465	WP_080188544.1	1020	tetrathionate reductase subunit TtrA
chromosome	NZ_CP046279.1	95929	96951	-		ttrC	FOC15_RS00470	WP_080188545.1	340	tetrathionate reductase subunit TtrC
chromosome	NZ_CP046279.1	96952	97704	-		ttrB	FOC15_RS00475	WP_000269833.1	250	MULTISPECIES: tetrathionate reductase subunit TtrB
chromosome	NZ_CP046279.1	97868	99646	+		ttrS	FOC15_RS00480	WP_080188546.1	592	two-component system sensor histidine kinase TtrS
chromosome	NZ_CP046279.1	99621	100241	+		ttrR	FOC15_RS00485	WP_000190927.1	206	MULTISPECIES: two-component system response regulator TtrR
chromosome	NZ_CP046279.1	100339	100551	+		fumD	FOC15_RS00490	WP_000165779.1	70	MULTISPECIES: fumarate hydratase FumD
chromosome	NZ_CP046279.1	100661	101620	-			FOC15_RS00495	WP_001060725.1	319	MULTISPECIES: DUF523 and DUF1722 domain-containing protein
chromosome	NZ_CP046279.1	101792	102520	-			FOC15_RS00500	WP_000122319.1	242	MULTISPECIES: MerR family transcriptional regulator
chromosome	NZ_CP046279.1	102699	103337	-			FOC15_RS00505	WP_000666335.1	212	MULTISPECIES: two component system response regulator
chromosome	NZ_CP046279.1	103368	106130	-			FOC15_RS00510	WP_076165976.1	920	two component system sensor kinase
chromosome	NZ_CP046279.1	106531	106932	+		spiC	FOC15_RS00515	WP_001562740.1	133	MULTISPECIES: SPI-2 type III secretion system protein SpiC
chromosome	NZ_CP046279.1	106934	108427	+		spiA	FOC15_RS00520	WP_000261289.1	497	MULTISPECIES: SPI-2 type III secretion system protein SpiA
chromosome	NZ_CP046279.1	108408	109619	+		ssaD	FOC15_RS00525	WP_000323795.1	403	MULTISPECIES: SctD family type III secretion system inner membrane ring subunit SsaD
chromosome	NZ_CP046279.1	109627	109869	+		ssaE	FOC15_RS00530	WP_000210202.1	80	MULTISPECIES: YscE family type III secretion system co-chaperone SsaE
chromosome	NZ_CP046279.1	110133	110459	+		sseA	FOC15_RS00535	WP_000972856.1	108	MULTISPECIES: SPI-2 type III secretion system chaperone SseA
chromosome	NZ_CP046279.1	110466	111056	+		sseB	FOC15_RS00540	WP_076165979.1	196	SPI-2 type III secretion system translocon protein SseB
chromosome	NZ_CP046279.1	111053	111526	+		sscA	FOC15_RS00545	WP_000711025.1	157	MULTISPECIES: SycD/LcrH family type III secretion system chaperone SscA
chromosome	NZ_CP046279.1	111529	112983	+		sseC	FOC15_RS00550	WP_076165982.1	484	SPI-2 type III secretion system translocon protein SseC
chromosome	NZ_CP046279.1	112999	113586	+		sseD	FOC15_RS00555	WP_000388323.1	195	MULTISPECIES: SPI-2 type III secretion system translocon protein SseD
chromosome	NZ_CP046279.1	113589	114005	+		sseE	FOC15_RS00560	WP_000249606.1	138	MULTISPECIES: LcrR family type III secretion system chaperone SseE
chromosome	NZ_CP046279.1	114057	114491	+		sscB	FOC15_RS00565	WP_000979963.1	144	MULTISPECIES: SycD/LcrH family type III secretion system chaperone SscB
chromosome	NZ_CP046279.1	114507	115289	+		sseF	FOC15_RS00570	WP_000690717.1	260	MULTISPECIES: type III secretion systems effector SseF
chromosome	NZ_CP046279.1	115286	115975	+		sseG	FOC15_RS00575	WP_000805846.1	229	MULTISPECIES: pathogenicity island 2 effector protein SseG
chromosome	NZ_CP046279.1	116069	116284	+		ssaG	FOC15_RS00580	WP_000350226.1	71	MULTISPECIES: type III secretion system needle filament protein SsaG
chromosome	NZ_CP046279.1	116262	116552	+			FOC15_RS00585	WP_000444713.1	96	MULTISPECIES: EscG/YscG/SsaH family type III secretion system needle protein co-chaperone
chromosome	NZ_CP046279.1	116564	116812	+		ssaI	FOC15_RS00590	WP_023136727.1	82	MULTISPECIES: SctI family type III secretion system inner rod subunit SsaI
chromosome	NZ_CP046279.1	116809	117558	+		ssaJ	FOC15_RS00595	WP_000862881.1	249	MULTISPECIES: SPI-2 type III secretion system apparatus lipoprotein SsaJ
chromosome	NZ_CP046279.1	117576	118124	+			FOC15_RS00600	WP_080188548.1	182	cytoplasmic protein
chromosome	NZ_CP046279.1	118121	118795	+		ssaK	FOC15_RS00605	WP_076165984.1	224	SPI-2 type III secretion system apparatus protein SsaK
chromosome	NZ_CP046279.1	118761	119777	+		ssaL	FOC15_RS00610	WP_000238886.1	338	MULTISPECIES: SPI-2 type III secretion system apparatus protein SsaL
chromosome	NZ_CP046279.1	119835	120203	+		ssaM	FOC15_RS00615	WP_000383700.1	122	MULTISPECIES: SPI-2 type III secretion system apparatus protein SsaM
chromosome	NZ_CP046279.1	120188	122233	+		ssaV	FOC15_RS00620	WP_001258221.1	681	MULTISPECIES: SPI-2 type III secretion system apparatus protein SsaV
chromosome	NZ_CP046279.1	122223	123524	+		ssaN	FOC15_RS00625	WP_000787223.1	433	MULTISPECIES: SctN family type III secretion system ATPase SsaN
chromosome	NZ_CP046279.1	123527	123904	+		ssaO	FOC15_RS00630	WP_063916835.1	125	SPI-2 type III secretion system apparatus protein SsaO
chromosome	NZ_CP046279.1	123885	124259	+		ssaP	FOC15_RS00635	WP_001223305.1	124	MULTISPECIES: SPI-2 type III secretion system apparatus protein SsaP
chromosome	NZ_CP046279.1	124240	125208	+		ssaQ	FOC15_RS00640	WP_000944198.1	322	MULTISPECIES: SPI-2 type III secretion system cytoplasmic ring protein SsaQ
chromosome	NZ_CP046279.1	125276	125923	+		ssaR	FOC15_RS00645	WP_000056367.1	215	MULTISPECIES: SPI-2 type III secretion system export apparatus protein SsaR
chromosome	NZ_CP046279.1	125920	126186	+		ssas	FOC15_RS00650	WP_000999982.1	88	MULTISPECIES: SPI-2 type III secretion system apparatus protein SsaS
chromosome	NZ_CP046279.1	126187	126966	+		ssaT	FOC15_RS00655	WP_023136729.1	259	MULTISPECIES: SPI-2 type III secretion system apparatus protein SsaT
chromosome	NZ_CP046279.1	126963	128021	+		ssaU	FOC15_RS00660	WP_001291708.1	352	SPI-2 type III secretion system apparatus protein SsaU
chromosome	NZ_CP046279.1	128504	129877	-		mdtK	FOC15_RS00675	WP_080188547.1	457	multidrug efflux MATE transporter MdtK
chromosome	NZ_CP046279.1	130094	130735	+			FOC15_RS00680	WP_000493971.1	213	MULTISPECIES: riboflavin synthase
chromosome	NZ_CP046279.1	130777	131925	-		cfa	FOC15_RS00685	WP_000098879.1	382	MULTISPECIES: cyclopropane fatty acyl phospholipid synthase
chromosome	NZ_CP046279.1	132215	133420	-			FOC15_RS00690	WP_001182317.1	401	MULTISPECIES: Bcr/CflA family multidrug efflux MFS transporter
chromosome	NZ_CP046279.1	133533	134465	+			FOC15_RS00695	WP_000269523.1	310	MULTISPECIES: LysR family transcriptional regulator
chromosome	NZ_CP046279.1	134462	135487	-		purR	FOC15_RS00700	WP_000190992.1	341	MULTISPECIES: HTH-type transcriptional repressor PurR
chromosome	NZ_CP046279.1	135783	135872	+			FOC15_RS00705	WP_000102277.1	29	MULTISPECIES: YnhF family membrane protein
chromosome	NZ_CP046279.1	135955	136536	-		sodB	FOC15_RS00710	WP_000007294.1	193	MULTISPECIES: superoxide dismutase
chromosome	NZ_CP046279.1	136663	137484	-			FOC15_RS00715	WP_023223549.1	273	MULTISPECIES: C40 family peptidase
chromosome	NZ_CP046279.1	137820	138167	+		grxD	FOC15_RS00720	WP_000108176.1	115	MULTISPECIES: monothiol glutaredoxin 4
chromosome	NZ_CP046279.1	138245	138892	-		rnt	FOC15_RS00725	WP_001282267.1	215	MULTISPECIES: ribonuclease T
chromosome	NZ_CP046279.1	138993	139400	-		gloA	FOC15_RS00730	WP_024155284.1	135	lactoylglutathione lyase
chromosome	NZ_CP046279.1	139469	140566	-			FOC15_RS00735	WP_023230767.1	365	alkene reductase
chromosome	NZ_CP046279.1	140625	141224	-			FOC15_RS00740	WP_001041828.1	199	MULTISPECIES: TetR/AcrR family transcriptional regulator
chromosome	NZ_CP046279.1	141327	141566	+			FOC15_RS00745	WP_001538148.1	79	MULTISPECIES: DUF1289 domain-containing protein
chromosome	NZ_CP046279.1	141617	142513	+			FOC15_RS00750	WP_000250721.1	298	MULTISPECIES: aldo/keto reductase family oxidoreductase
chromosome	NZ_CP046279.1	142593	143114	+		sodC	FOC15_RS00755	WP_024155283.1	173	superoxide dismutase
chromosome	NZ_CP046279.1	143090	145129	-			FOC15_RS00760	WP_024155282.1	679	FUSC family protein
chromosome	NZ_CP046279.1	145129	145989	-			FOC15_RS00765	WP_001527784.1	286	MULTISPECIES: HlyD family secretion protein
chromosome	NZ_CP046279.1	145992	146228	-			FOC15_RS00770	WP_000649755.1	78	MULTISPECIES: DUF1656 domain-containing protein
chromosome	NZ_CP046279.1	146423	146863	+		slyA	FOC15_RS00775	WP_000764551.1	146	MULTISPECIES: transcriptional regulator SlyA
chromosome	NZ_CP046279.1	146911	147378	-		slyB	FOC15_RS00780	WP_000597179.1	155	MULTISPECIES: outer membrane lipoprotein SlyB
chromosome	NZ_CP046279.1	147651	148772	+		anmK	FOC15_RS00785	WP_001817647.1	373	anhydro-N-acetylmuramic acid kinase
chromosome	NZ_CP046279.1	148860	149189	+		mliC	FOC15_RS00790	WP_080188795.1	109	C-type lysozyme inhibitor
chromosome	NZ_CP046279.1	149248	149904	+		pdxH	FOC15_RS00795	WP_001282334.1	218	MULTISPECIES: pyridoxamine 5\\'-phosphate oxidase
chromosome	NZ_CP046279.1	150031	151305	+		tyrS	FOC15_RS00800	WP_000168626.1	424	MULTISPECIES: tyrosine--tRNA ligase
chromosome	NZ_CP046279.1	151365	152225	+		pdxY	FOC15_RS00805	WP_000789740.1	286	MULTISPECIES: pyridoxal kinase PdxY
chromosome	NZ_CP046279.1	152284	152889	-		gstA	FOC15_RS00810	WP_001817643.1	201	glutathione transferase GstA
chromosome	NZ_CP046279.1	152994	154499	-		dtpA	FOC15_RS00815	WP_000100909.1	501	MULTISPECIES: dipeptide/tripeptide permease DtpA
chromosome	NZ_CP046279.1	155101	155736	-		nth	FOC15_RS00820	WP_001030318.1	211	MULTISPECIES: endonuclease III
chromosome	NZ_CP046279.1	155736	156428	-			FOC15_RS00825	WP_001289628.1	230	MULTISPECIES: electron transport complex subunit E
chromosome	NZ_CP046279.1	156431	157051	-		rsxG	FOC15_RS00830	WP_000920817.1	206	MULTISPECIES: electron transport complex subunit RsxG
chromosome	NZ_CP046279.1	157055	158113	-		rsxD	FOC15_RS00835	WP_000231889.1	352	MULTISPECIES: electron transport complex subunit RsxD
chromosome	NZ_CP046279.1	158114	160312	-		rsxC	FOC15_RS00840	WP_103117021.1	732	electron transport complex subunit RsxC
chromosome	NZ_CP046279.1	160305	160883	-		rsxB	FOC15_RS00845	WP_001092600.1	192	MULTISPECIES: electron transport complex subunit RsxB
chromosome	NZ_CP046279.1	160883	161464	-		rsxA	FOC15_RS00850	WP_000133179.1	193	MULTISPECIES: electron transport complex subunit RsxA
chromosome	NZ_CP046279.1	161541	161981	-			FOC15_RS00855	WP_000214061.1	146	MULTISPECIES: DUF2569 domain-containing protein
chromosome	NZ_CP046279.1	162070	162285	-		ydgT	FOC15_RS00860	WP_000217946.1	71	MULTISPECIES: transcription modulator YdgT
chromosome	NZ_CP046279.1	162584	162709	-		blr	FOC15_RS00865	WP_001708800.1	41	MULTISPECIES: division septum protein Blr
chromosome	NZ_CP046279.1	162917	163957	+			FOC15_RS00870	WP_001527806.1	346	oxidoreductase
chromosome	NZ_CP046279.1	164032	165033	-		add	FOC15_RS00875	WP_000565564.1	333	MULTISPECIES: adenosine deaminase
chromosome	NZ_CP046279.1	165251	166423	-			FOC15_RS00880	WP_023197342.1	390	pyridoxal phosphate-dependent aminotransferase
chromosome	NZ_CP046279.1	166433	168025	-			FOC15_RS00885	WP_000208903.1	530	MULTISPECIES: maltose/glucose-specific PTS transporter subunit IIBC
chromosome	NZ_CP046279.1	168198	169226	+			FOC15_RS00890	WP_000951918.1	342	MULTISPECIES: Mal regulon transcriptional regulator MalI
chromosome	NZ_CP046279.1	169284	170792	-			FOC15_RS00895	WP_000753340.1	502	MULTISPECIES: YdgA family protein
chromosome	NZ_CP046279.1	170895	172070	-		manA	FOC15_RS00900	WP_001170611.1	391	MULTISPECIES: mannose-6-phosphate isomerase
chromosome	NZ_CP046279.1	172270	173916	+		fumB	FOC15_RS00905	WP_000066609.1	548	MULTISPECIES: class I fumarate hydratase
chromosome	NZ_CP046279.1	174084	175487	+		fumC	FOC15_RS00910	WP_000259117.1	467	MULTISPECIES: class II fumarate hydratase
chromosome	NZ_CP046279.1	175484	176413	-			FOC15_RS00915	WP_000092497.1	309	MULTISPECIES: DNA replication terminus site-binding protein
chromosome	NZ_CP046279.1	176489	177790	-		rstB	FOC15_RS00920	WP_001527854.1	433	two-component system sensor histidine kinase RstB
chromosome	NZ_CP046279.1	177901	179607	-			FOC15_RS00925	WP_080188682.1	568	amidohydrolase
chromosome	NZ_CP046279.1	179760	180911	-		ompS2	FOC15_RS00930	WP_023214180.1	383	porin OmpS2
chromosome	NZ_CP046279.1	181391	182122	-		rstA	FOC15_RS00940	WP_001080048.1	243	MULTISPECIES: two-component system response regulator RstA
chromosome	NZ_CP046279.1	182249	182584	+			FOC15_RS00945	WP_000524877.1	111	MULTISPECIES: GlpM family protein
chromosome	NZ_CP046279.1	182646	184028	-			FOC15_RS00950	WP_080188683.1	460	amino acid permease
chromosome	NZ_CP046279.1	184326	185270	-			FOC15_RS00955	WP_000769292.1	314	MULTISPECIES: DUF1471 family protein YdgH
chromosome	NZ_CP046279.1	185797	187326	+		pntA	FOC15_RS00960	WP_023220681.1	509	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha
chromosome	NZ_CP046279.1	187337	188725	+		pntB	FOC15_RS00965	WP_000014056.1	462	MULTISPECIES: Re/Si-specific NAD(P)(+) transhydrogenase subunit beta
chromosome	NZ_CP046279.1	188900	189934	-			FOC15_RS00970	WP_023232816.1	344	AI-2E family transporter
chromosome	NZ_CP046279.1	190352	190714	+		mdtJ	FOC15_RS00980	WP_000500279.1	120	MULTISPECIES: multidrug/spermidine efflux SMR transporter subunit MdtJ
chromosome	NZ_CP046279.1	190701	191030	+		mdtI	FOC15_RS00985	WP_023232815.1	109	multidrug/spermidine efflux SMR transporter subunit MdtI
chromosome	NZ_CP046279.1	191070	191891	-			FOC15_RS00990	WP_000549649.1	273	MULTISPECIES: serine protease
chromosome	NZ_CP046279.1	192160	192408	-			FOC15_RS00995	WP_000756317.1	82	MULTISPECIES: acid resistance repetitive basic protein Asr
chromosome	NZ_CP046279.1	192803	194056	-			FOC15_RS01000	WP_000091792.1	417	MULTISPECIES: MFS transporter
chromosome	NZ_CP046279.1	194176	195075	+			FOC15_RS01005	WP_001019577.1	299	MULTISPECIES: LysR family transcriptional regulator
chromosome	NZ_CP046279.1	195203	196423	+			FOC15_RS01010	WP_000225094.1	406	MULTISPECIES: ROK family transcriptional regulator
chromosome	NZ_CP046279.1	196549	197244	+		bioD	FOC15_RS01015	WP_000919233.1	231	MULTISPECIES: dethiobiotin synthase
