#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP028172.1	64889	65596	-			C6649_RS00315	WP_021001122.1	235	MULTISPECIES: fimbrial biogenesis chaperone StjC
chromosome	NZ_CP028172.1	65674	66363	-			C6649_RS00320	WP_021001123.1	229	MULTISPECIES: DUF1120 domain-containing protein
chromosome	NZ_CP028172.1	66411	67100	-			C6649_RS00325	WP_021001124.1	229	MULTISPECIES: DUF1120 domain-containing protein
chromosome	NZ_CP028172.1	67413	68429	-		lplA	C6649_RS00330	WP_000209756.1	338	MULTISPECIES: lipoate--protein ligase LplA
chromosome	NZ_CP028172.1	68463	69107	-			C6649_RS00335	WP_000090067.1	214	MULTISPECIES: YtjB family periplasmic protein
chromosome	NZ_CP028172.1	69224	70192	+		serB	C6649_RS00345	WP_001132983.1	322	MULTISPECIES: phosphoserine phosphatase
chromosome	NZ_CP028172.1	70276	71658	+		radA	C6649_RS00350	WP_001029720.1	460	MULTISPECIES: DNA repair protein RadA
chromosome	NZ_CP028172.1	71809	73041	+		nadR	C6649_RS00355	WP_024792562.1	410	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR
chromosome	NZ_CP028172.1	73159	74826	-		ettA	C6649_RS00360	WP_000046770.1	555	MULTISPECIES: energy-dependent translational throttle protein EttA
chromosome	NZ_CP028172.1	75035	76972	+		sltY	C6649_RS00370	WP_001584412.1	645	MULTISPECIES: murein transglycosylase
chromosome	NZ_CP028172.1	77030	77356	+		trpR	C6649_RS00375	WP_000192002.1	108	MULTISPECIES: trp operon repressor
chromosome	NZ_CP028172.1	77458	77973	-		yjjX	C6649_RS00385	WP_000554314.1	171	MULTISPECIES: inosine/xanthosine triphosphatase
chromosome	NZ_CP028172.1	78022	78669	+		gpmB	C6649_RS00390	WP_000942363.1	215	"MULTISPECIES: 2,3-diphosphoglycerate-dependent phosphoglycerate mutase GpmB"
chromosome	NZ_CP028172.1	78666	79535	-		robA	C6649_RS00395	WP_000371685.1	289	MULTISPECIES: MDR efflux pump AcrAB transcriptional activator RobA
chromosome	NZ_CP028172.1	79747	80220	+		creA	C6649_RS00400	WP_000875812.1	157	MULTISPECIES: protein CreA
chromosome	NZ_CP028172.1	80233	80922	+		creB	C6649_RS00405	WP_001187046.1	229	MULTISPECIES: two-component system response regulator CreB
chromosome	NZ_CP028172.1	80922	82346	+		creC	C6649_RS00410	WP_021001128.1	474	two-component system sensor histidine kinase CreC
chromosome	NZ_CP028172.1	82404	83753	+		creD	C6649_RS00415	WP_000920383.1	449	MULTISPECIES: cell envelope integrity protein CreD
chromosome	NZ_CP028172.1	83811	84896	-			C6649_RS00420	WP_021001129.1	361	MULTISPECIES: fimbrial major subunit SthE
chromosome	NZ_CP028172.1	84937	85494	-			C6649_RS00425	WP_001056980.1	185	MULTISPECIES: fimbrial protein SthD
chromosome	NZ_CP028172.1	85512	88049	-			C6649_RS00430	WP_024798856.1	845	fimbrial outer membrane usher protein
chromosome	NZ_CP028172.1	88095	88778	-			C6649_RS00435	WP_021001131.1	227	fimbrial biogenesis chaperone SthA
chromosome	NZ_CP028172.1	88849	89394	-		sthA	C6649_RS00440	WP_000482235.1	181	MULTISPECIES: fimbrial protein SthA
chromosome	NZ_CP028172.1	89733	90404	-			C6649_RS00445	WP_000811630.1	223	MULTISPECIES: winged helix-turn-helix transcriptional regulator
chromosome	NZ_CP028172.1	90789	91103	-			C6649_RS00450	WP_000749515.1	104	MULTISPECIES: hypothetical protein
chromosome	NZ_CP028172.1	91370	92086	-		arcA	C6649_RS00455	WP_001194359.1	238	MULTISPECIES: two-component system response regulator ArcA
chromosome	NZ_CP028172.1	92182	92322	+			C6649_RS00460	WP_001541509.1	46	MULTISPECIES: hypothetical protein
chromosome	NZ_CP028172.1	92722	93408	+			C6649_RS00465	WP_001266771.1	228	MULTISPECIES: tRNA/rRNA methyltransferase
chromosome	NZ_CP028172.1	93622	93687	+		thrL	C6649_RS00470	WP_001575544.1	21	MULTISPECIES: thr operon leader peptide
chromosome	NZ_CP028172.1	93769	96231	+		thrA	C6649_RS00475	WP_001264677.1	820	MULTISPECIES: bifunctional aspartate kinase/homoserine dehydrogenase I
chromosome	NZ_CP028172.1	96233	97162	+		thrB	C6649_RS00480	WP_000241685.1	309	MULTISPECIES: homoserine kinase
chromosome	NZ_CP028172.1	97166	98452	+		thrC	C6649_RS00485	WP_001748841.1	428	MULTISPECIES: threonine synthase
chromosome	NZ_CP028172.1	98546	99319	-		yaaA	C6649_RS00490	WP_000906175.1	257	MULTISPECIES: peroxide stress protein YaaA
chromosome	NZ_CP028172.1	99398	100828	-			C6649_RS00495	WP_051124503.1	476	sodium:alanine symporter family protein
chromosome	NZ_CP028172.1	101097	102050	+		tal	C6649_RS00500	WP_000130175.1	317	MULTISPECIES: transaldolase
chromosome	NZ_CP028172.1	102161	102751	+		mog	C6649_RS00505	WP_000380373.1	196	MULTISPECIES: molybdopterin adenylyltransferase
chromosome	NZ_CP028172.1	102808	103374	-		satP	C6649_RS00510	WP_000528525.1	188	MULTISPECIES: acetate uptake transporter
chromosome	NZ_CP028172.1	103524	104237	-		msyB	C6649_RS00515	WP_001103477.1	237	MULTISPECIES: acidic protein MsyB
chromosome	NZ_CP028172.1	104273	104677	-			C6649_RS00520	WP_001258086.1	134	MULTISPECIES: DUF2541 family protein
chromosome	NZ_CP028172.1	105025	106941	+		dnaK	C6649_RS00525	WP_000516126.1	638	MULTISPECIES: molecular chaperone DnaK
chromosome	NZ_CP028172.1	107027	108154	+		dnaJ	C6649_RS00530	WP_001119012.1	375	MULTISPECIES: molecular chaperone DnaJ
chromosome	NZ_CP028172.1	108436	109383	+			C6649_RS00535	WP_020999903.1	315	LysR family transcriptional regulator
chromosome	NZ_CP028172.1	109510	109854	+			C6649_RS00540	WP_000026889.1	114	MULTISPECIES: phage holin family protein
chromosome	NZ_CP028172.1	109915	110448	-			C6649_RS00545	WP_001068132.1	177	MULTISPECIES: glycoside hydrolase family 108 protein
chromosome	NZ_CP028172.1	110465	110908	-			C6649_RS00550	WP_020999904.1	147	transcriptional regulator
chromosome	NZ_CP028172.1	111289	113388	+			C6649_RS00555	WP_000235798.1	699	MULTISPECIES: chitinase
chromosome	NZ_CP028172.1	113480	116476	+			C6649_RS00560	WP_020999905.1	998	hypothetical protein
chromosome	NZ_CP028172.1	116757	117461	+			C6649_RS00565	WP_000738617.1	234	MULTISPECIES: winged helix-turn-helix transcriptional regulator
chromosome	NZ_CP028172.1	117891	118433	+			C6649_RS00570	WP_000743357.1	180	MULTISPECIES: fimbrial protein BcfA
chromosome	NZ_CP028172.1	118534	119220	+		bcfB	C6649_RS00575	WP_000742551.1	228	MULTISPECIES: fimbrial biogenesis chaperone BcfB
chromosome	NZ_CP028172.1	119225	121846	+		bcfC	C6649_RS00580	WP_020999906.1	873	fimbrial usher BcfC
chromosome	NZ_CP028172.1	121847	122854	+			C6649_RS00585	WP_020999907.1	335	fimbrial protein BcfD
chromosome	NZ_CP028172.1	122855	123400	+			C6649_RS00590	WP_024798858.1	181	fimbrial protein BcfE
chromosome	NZ_CP028172.1	123416	123934	+			C6649_RS00595	WP_001243227.1	172	fimbrial protein BcfF
chromosome	NZ_CP028172.1	123900	124631	+		bcfG	C6649_RS00600	WP_077914410.1	243	fimbrial chaperone BcfG
chromosome	NZ_CP028172.1	124696	125541	+			C6649_RS00605	WP_000291392.1	281	MULTISPECIES: DsbA family protein
chromosome	NZ_CP028172.1	125580	125867	+			C6649_RS00610	WP_000839833.1	95	MULTISPECIES: hypothetical protein
chromosome	NZ_CP028172.1	125967	126416	-			C6649_RS00615	WP_001250361.1	149	MULTISPECIES: transcriptional regulator
chromosome	NZ_CP028172.1	126786	127790	+			C6649_RS00620	WP_001247399.1	334	MULTISPECIES: LysR family transcriptional regulator
chromosome	NZ_CP028172.1	127798	128238	-			C6649_RS00625	WP_000158347.1	146	MULTISPECIES: transcriptional regulator
chromosome	NZ_CP028172.1	128761	130479	+			C6649_RS00630	WP_020999911.1	572	aryl-sulfate sulfotransferase
chromosome	NZ_CP028172.1	130525	132096	-			C6649_RS00635	WP_000262866.1	523	MULTISPECIES: bifunctional metallophosphatase/5\\'-nucleotidase
chromosome	NZ_CP028172.1	132195	132956	-			C6649_RS00640	WP_000791534.1	253	MULTISPECIES: hypothetical protein
chromosome	NZ_CP028172.1	133551	135044	+			C6649_RS00645	WP_051124501.1	497	sulfatase-like hydrolase/transferase
chromosome	NZ_CP028172.1	135143	136333	+			C6649_RS00650	WP_000971148.1	396	MULTISPECIES: anaerobic sulfatase maturase
chromosome	NZ_CP028172.1	136352	137605	+			C6649_RS00655	WP_077913694.1	417	cytoplasmic protein
chromosome	NZ_CP028172.1	137732	139447	+			C6649_RS00660	WP_020999914.1	571	aryl-sulfate sulfotransferase
chromosome	NZ_CP028172.1	139610	140776	+		nhaA	C6649_RS00665	WP_000681340.1	388	MULTISPECIES: Na+/H+ antiporter NhaA
chromosome	NZ_CP028172.1	140838	141737	+		nhaR	C6649_RS00670	WP_000062872.1	299	MULTISPECIES: transcriptional activator NhaR
chromosome	NZ_CP028172.1	141792	143831	-			C6649_RS00675	WP_020999915.1	679	glycoside hydrolase family 31 protein
chromosome	NZ_CP028172.1	143871	145244	-			C6649_RS00680	WP_020999916.1	457	MFS transporter
chromosome	NZ_CP028172.1	145700	145963	-		rpsT	C6649_RS00685	WP_001518655.1	87	MULTISPECIES: 30S ribosomal protein S20
chromosome	NZ_CP028172.1	146069	146284	+			C6649_RS00690	WP_001538903.1	71	MULTISPECIES: DUF2575 family protein
chromosome	NZ_CP028172.1	146292	147230	+		ribF	C6649_RS00695	WP_000767311.1	312	MULTISPECIES: bifunctional riboflavin kinase/FAD synthetase
chromosome	NZ_CP028172.1	147275	150109	+		ileS	C6649_RS00700	WP_001674865.1	944	MULTISPECIES: isoleucine--tRNA ligase
chromosome	NZ_CP028172.1	150109	150609	+		lspA	C6649_RS00705	WP_000042736.1	166	MULTISPECIES: signal peptidase II
chromosome	NZ_CP028172.1	150764	151213	+		fkpB	C6649_RS00710	WP_000047269.1	149	MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase
chromosome	NZ_CP028172.1	151216	152166	+		ispH	C6649_RS00715	WP_001166422.1	316	MULTISPECIES: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase
chromosome	NZ_CP028172.1	152366	153568	+			C6649_RS00720	WP_000516322.1	400	MULTISPECIES: nitrite reductase
chromosome	NZ_CP028172.1	153584	154504	+		rihC	C6649_RS00725	WP_000127283.1	306	MULTISPECIES: ribonucleoside hydrolase RihC
chromosome	NZ_CP028172.1	154526	155212	-			C6649_RS00730	WP_000377415.1	228	MULTISPECIES: response regulator
chromosome	NZ_CP028172.1	155214	156833	-			C6649_RS00735	WP_023216942.1	539	MULTISPECIES: sensor histidine kinase
chromosome	NZ_CP028172.1	156968	158269	-			C6649_RS00740	WP_080168865.1	433	oxalacetate decarboxylase subunit beta
chromosome	NZ_CP028172.1	158285	160060	-		oadA	C6649_RS00745	WP_058799478.1	591	sodium-extruding oxaloacetate decarboxylase subunit alpha
chromosome	NZ_CP028172.1	160076	160315	-			C6649_RS00750	WP_001001155.1	79	MULTISPECIES: oxaloacetate decarboxylase subunit gamma
chromosome	NZ_CP028172.1	160474	161814	-		citS	C6649_RS00755	WP_000183602.1	446	MULTISPECIES: citrate/sodium symporter CitS
chromosome	NZ_CP028172.1	162059	163102	+		citC	C6649_RS00760	WP_001181448.1	347	MULTISPECIES:
chromosome	NZ_CP028172.1	163132	163425	+		citD	C6649_RS00765	WP_000691461.1	97	MULTISPECIES: citrate lyase acyl carrier protein
chromosome	NZ_CP028172.1	163422	164291	+		citE	C6649_RS00770	WP_001247811.1	289	MULTISPECIES: citrate (pro-3S)-lyase subunit beta
chromosome	NZ_CP028172.1	164302	165822	+		citF	C6649_RS00775	WP_000665573.1	506	MULTISPECIES: citrate lyase subunit alpha
chromosome	NZ_CP028172.1	165822	166373	+		citX	C6649_RS00780	WP_000679050.1	183	MULTISPECIES: citrate lyase holo
chromosome	NZ_CP028172.1	166351	167259	+		citG	C6649_RS00785	WP_020999920.1	302	triphosphoribosyl-dephospho-CoA synthase CitG
chromosome	NZ_CP028172.1	167439	168260	+		dapB	C6649_RS00790	WP_000544030.1	273	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate reductase
chromosome	NZ_CP028172.1	169124	170272	+		carA	C6649_RS00800	WP_000597276.1	382	MULTISPECIES: glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
chromosome	NZ_CP028172.1	170291	173518	+		carB	C6649_RS00805	WP_001126310.1	1075	MULTISPECIES: carbamoyl-phosphate synthase large subunit
chromosome	NZ_CP028172.1	173792	174187	+		caiF	C6649_RS00810	WP_000333324.1	131	MULTISPECIES: carnitine metabolism transcriptional regulator CaiF
chromosome	NZ_CP028172.1	174265	174861	-		caiE	C6649_RS00815	WP_020999921.1	198	carnitine operon protein CaiE
chromosome	NZ_CP028172.1	174970	175755	-		caiD	C6649_RS00820	WP_000004383.1	261	MULTISPECIES: crotonobetainyl-CoA hydratase
chromosome	NZ_CP028172.1	175809	177362	-		caiC	C6649_RS00825	WP_020999922.1	517	crotonobetaine/carnitine-CoA ligase
chromosome	NZ_CP028172.1	177425	178642	-		caiB	C6649_RS00830	WP_001016213.1	405	MULTISPECIES: L-carnitine CoA-transferase
chromosome	NZ_CP028172.1	178754	179896	-		caiA	C6649_RS00835	WP_000347134.1	380	MULTISPECIES: crotonobetainyl-CoA dehydrogenase
chromosome	NZ_CP028172.1	179931	181448	-		caiT	C6649_RS00840	WP_000787073.1	505	MULTISPECIES: L-carnitine/gamma-butyrobetaine antiport BCCT transporter
chromosome	NZ_CP028172.1	181929	182699	+			C6649_RS00850	WP_000692194.1	256	electron transfer flavoprotein FixA
chromosome	NZ_CP028172.1	182715	183656	+			C6649_RS00855	WP_001032202.1	313	electron transfer flavoprotein subunit alpha/FixB family protein
chromosome	NZ_CP028172.1	183706	184992	+			C6649_RS00860	WP_001287770.1	428	MULTISPECIES: FAD-dependent oxidoreductase
chromosome	NZ_CP028172.1	184989	185276	+		fixX	C6649_RS00865	WP_000203736.1	95	MULTISPECIES: ferredoxin-like protein FixX
chromosome	NZ_CP028172.1	185423	186763	+			C6649_RS00870	WP_001670709.1	446	MULTISPECIES: MFS transporter
chromosome	NZ_CP028172.1	186852	187082	+			C6649_RS00875	WP_001172089.1	76	MULTISPECIES: YgdI/YgdR family lipoprotein
chromosome	NZ_CP028172.1	187382	187798	+			C6649_RS00880	WP_167666318.1	138	hypothetical protein
chromosome	NZ_CP028172.1	188022	188312	-			C6649_RS00885	WP_000745961.1	96	MULTISPECIES: DUF1471 family virulence protein SrfN
chromosome	NZ_CP028172.1	189209	191098	+			C6649_RS00895	WP_000066316.1	629	MULTISPECIES: sulfatase-like hydrolase/transferase
chromosome	NZ_CP028172.1	191652	192182	+		kefF	C6649_RS00910	WP_020999925.1	176	glutathione-regulated potassium-efflux system oxidoreductase KefF
chromosome	NZ_CP028172.1	192175	194037	+		kefC	C6649_RS00915	WP_020839603.1	620	glutathione-regulated potassium-efflux system protein KefC
chromosome	NZ_CP028172.1	194236	194715	+		folA	C6649_RS00925	WP_000624379.1	159	MULTISPECIES: type 3 dihydrofolate reductase
chromosome	NZ_CP028172.1	194821	195669	-		apaH	C6649_RS00930	WP_000257211.1	282	MULTISPECIES: bis(5\\'-nucleosyl)-tetraphosphatase (symmetrical) ApaH
chromosome	NZ_CP028172.1	195680	196057	-		apaG	C6649_RS00935	WP_000610894.1	125	MULTISPECIES: Co2+/Mg2+ efflux protein ApaG
chromosome	NZ_CP028172.1	196060	196881	-		rsmA	C6649_RS00940	WP_001065397.1	273	MULTISPECIES: 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA
chromosome	NZ_CP028172.1	196878	197867	-		pdxA	C6649_RS00945	WP_000092999.1	329	MULTISPECIES: 4-hydroxythreonine-4-phosphate dehydrogenase PdxA
chromosome	NZ_CP028172.1	197867	199153	-		surA	C6649_RS00950	WP_000800482.1	428	MULTISPECIES: peptidylprolyl isomerase SurA
chromosome	NZ_CP028172.1	199207	201567	-		lptD	C6649_RS00955	WP_000746116.1	786	MULTISPECIES: LPS assembly protein LptD
chromosome	NZ_CP028172.1	201821	202633	+		djlA	C6649_RS00960	WP_001200595.1	270	MULTISPECIES: co-chaperone DjlA
chromosome	NZ_CP028172.1	202728	203387	-		rluA	C6649_RS00965	WP_000525198.1	219	MULTISPECIES: bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA
chromosome	NZ_CP028172.1	203399	206305	-		rapA	C6649_RS00970	WP_001116966.1	968	MULTISPECIES: RNA polymerase-associated protein RapA
chromosome	NZ_CP028172.1	206479	208830	-		polB	C6649_RS00980	WP_025388480.1	783	DNA polymerase II
chromosome	NZ_CP028172.1	208874	209494	-			C6649_RS00985	WP_000877514.1	206	MULTISPECIES: YdcF family protein
chromosome	NZ_CP028172.1	210012	210431	+			C6649_RS00995	WP_001103154.1	139	MULTISPECIES: DUF4751 family protein
chromosome	NZ_CP028172.1	210437	211132	-		araD	C6649_RS01000	WP_000888683.1	231	MULTISPECIES: L-ribulose-5-phosphate 4-epimerase
chromosome	NZ_CP028172.1	211273	212775	-		araA	C6649_RS01005	WP_020999927.1	500	L-arabinose isomerase
chromosome	NZ_CP028172.1	212786	214495	-		araB	C6649_RS01010	WP_000951814.1	569	MULTISPECIES: ribulokinase
chromosome	NZ_CP028172.1	214836	215681	+		araC	C6649_RS01015	WP_000852387.1	281	MULTISPECIES: arabinose operon transcriptional regulator AraC
chromosome	NZ_CP028172.1	215800	216567	+			C6649_RS01020	WP_001148369.1	255	MULTISPECIES: DedA family protein
chromosome	NZ_CP028172.1	216606	217313	-		thiQ	C6649_RS01025	WP_017465618.1	235	MULTISPECIES: thiamine ABC transporter ATP-binding protein ThiQ
chromosome	NZ_CP028172.1	217297	218907	-		thiP	C6649_RS01030	WP_051124440.1	536	thiamine/thiamine pyrophosphate ABC transporter permease ThiP
chromosome	NZ_CP028172.1	218883	219866	-			C6649_RS01035	WP_000915328.1	327	MULTISPECIES: thiamine ABC transporter substrate binding subunit
chromosome	NZ_CP028172.1	220044	221702	-		sgrR	C6649_RS01040	WP_020999930.1	552	HTH-type transcriptional regulator SgrR
chromosome	NZ_CP028172.1	221795	221917	+		sgrT	C6649_RS01045	WP_001248755.1	40	MULTISPECIES: glucose uptake inhibitor SgrT
chromosome	NZ_CP028172.1	222237	222518	+			C6649_RS01050	WP_000755258.1	93	MULTISPECIES: DUF5339 family protein
chromosome	NZ_CP028172.1	222572	223177	-		leuD	C6649_RS01055	WP_020999931.1	201	3-isopropylmalate dehydratase small subunit
chromosome	NZ_CP028172.1	223188	224588	-		leuC	C6649_RS01060	WP_020999932.1	466	3-isopropylmalate dehydratase large subunit
chromosome	NZ_CP028172.1	224591	225682	-		leuB	C6649_RS01065	WP_001523171.1	363	3-isopropylmalate dehydrogenase
chromosome	NZ_CP028172.1	225682	227253	-		leuA	C6649_RS01070	WP_020999933.1	523	2-isopropylmalate synthase
chromosome	NZ_CP028172.1	227341	227427	-		leuL	C6649_RS01075	WP_001575587.1	28	MULTISPECIES: leu operon leader peptide
chromosome	NZ_CP028172.1	228084	229028	+		leuO	C6649_RS01080	WP_001115420.1	314	MULTISPECIES: transcriptional regulator LeuO
