#Name	Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein Name
chromosome	NZ_CP046277.1	15273	15755	-		iagB	FOC18_RS00090	WP_000558932.1	160	MULTISPECIES: SPI-1 type III secretion system invasion protein IagB
chromosome	NZ_CP046277.1	15773	17434	-		hilA	FOC18_RS00095	WP_001120090.1	553	MULTISPECIES: transcriptional regulator HilA
chromosome	NZ_CP046277.1	18524	19453	-		hilD	FOC18_RS00100	WP_117344240.1	309	transcriptional regulator HilD
chromosome	NZ_CP046277.1	19769	20947	+		prgH	FOC18_RS00105	WP_000450196.1	392	MULTISPECIES: type III secretion system inner membrane ring protein PrgH
chromosome	NZ_CP046277.1	20972	21214	+		prgI	FOC18_RS00110	WP_001143113.1	80	MULTISPECIES: type III secretion system needle filament protein PrgI
chromosome	NZ_CP046277.1	21233	21538	+		prgJ	FOC18_RS00115	WP_000020431.1	101	MULTISPECIES: type III secretion system inner rod protein PrgJ
chromosome	NZ_CP046277.1	21535	22293	+		prgK	FOC18_RS00120	WP_000621238.1	252	MULTISPECIES: type III secretion system inner membrane ring lipoprotein PrgK
chromosome	NZ_CP046277.1	22265	22864	+		orgA	FOC18_RS00125	WP_079962102.1	199	oxygen-regulated invasion protein OrgA
chromosome	NZ_CP046277.1	22821	23492	+		orgB	FOC18_RS00130	WP_000916655.1	223	MULTISPECIES: type III secretion system linker protein OrgB
chromosome	NZ_CP046277.1	23508	23960	+			FOC18_RS00135	WP_000612177.1	150	MULTISPECIES: type III secretion system effector protein OrgC
chromosome	NZ_CP046277.1	24304	25191	+		sirC	FOC18_RS00140	WP_000243998.1	295	MULTISPECIES: invasion transcriptional regulator HilC
chromosome	NZ_CP046277.1	25576	26331	+			FOC18_RS00145	WP_001246665.1	251	transcriptional regulator SprB
chromosome	NZ_CP046277.1	26492	27400	+		avrA	FOC18_RS00150	WP_077905332.1	302	type III secretion system YopJ family effector AvrA
chromosome	NZ_CP046277.1	27499	28347	-		sitD	FOC18_RS00155	WP_000480209.1	282	MULTISPECIES: iron/manganese ABC transporter permease subunit SitD
chromosome	NZ_CP046277.1	28338	29198	-		sitC	FOC18_RS00160	WP_001104336.1	286	MULTISPECIES: iron/manganese ABC transporter permease subunit SitC
chromosome	NZ_CP046277.1	29195	30016	-		sitB	FOC18_RS00165	WP_000083153.1	273	MULTISPECIES: iron/manganese ABC transporter ATP-binding protein SitB
chromosome	NZ_CP046277.1	30013	30930	-		sitA	FOC18_RS00170	WP_000182930.1	305	MULTISPECIES: iron/manganese ABC transporter substrate-binding protein SitA
chromosome	NZ_CP046277.1	31112	31456	+			FOC18_RS00175	WP_001117938.1	114	MULTISPECIES: nitrous oxide-stimulated promoter family protein
chromosome	NZ_CP046277.1	31518	33596	-		flhA	FOC18_RS00180	WP_000122691.1	692	MULTISPECIES: formate hydrogenlyase transcriptional activator FlhA
chromosome	NZ_CP046277.1	33815	34825	-		hypE	FOC18_RS00185	WP_001059959.1	336	MULTISPECIES: hydrogenase expression/formation protein HypE
chromosome	NZ_CP046277.1	34822	35943	-		hypD	FOC18_RS00190	WP_001212962.1	373	MULTISPECIES: hydrogenase formation protein HypD
chromosome	NZ_CP046277.1	35943	36215	-		hypC	FOC18_RS00195	WP_000334871.1	90	MULTISPECIES: hydrogenase 3 maturation protein HypC
chromosome	NZ_CP046277.1	36206	37078	-		hypB	FOC18_RS00200	WP_000337631.1	290	MULTISPECIES: hydrogenase nickel incorporation protein HypB
chromosome	NZ_CP046277.1	37147	37503	-		hypA	FOC18_RS00205	WP_000544461.1	118	MULTISPECIES: hydrogenase maturation nickel metallochaperone HypA
chromosome	NZ_CP046277.1	37713	38174	+		hycA	FOC18_RS00210	WP_000158075.1	153	MULTISPECIES: formate hydrogenlyase regulator HycA
chromosome	NZ_CP046277.1	38320	38928	+		hycB	FOC18_RS00215	WP_001079164.1	202	MULTISPECIES: formate hydrogenlyase subunit HycB
chromosome	NZ_CP046277.1	38928	40754	+		hycC	FOC18_RS00220	WP_000097041.1	608	MULTISPECIES: formate hydrogenlyase subunit 3
chromosome	NZ_CP046277.1	40757	41680	+			FOC18_RS00225	WP_000110563.1	307	MULTISPECIES: respiratory chain complex I subunit 1 family protein
chromosome	NZ_CP046277.1	41698	43407	+		hycE	FOC18_RS00230	WP_001288155.1	569	MULTISPECIES: formate hydrogenlyase subunit HycE
chromosome	NZ_CP046277.1	43417	43959	+		hycF	FOC18_RS00235	WP_000493767.1	180	MULTISPECIES: formate hydrogenlyase subunit HycF
chromosome	NZ_CP046277.1	43959	44726	+		hycG	FOC18_RS00240	WP_000067422.1	255	MULTISPECIES: formate hydrogenlyase subunit HycG
chromosome	NZ_CP046277.1	44723	45133	+			FOC18_RS00245	WP_000003725.1	136	MULTISPECIES: formate hydrogenlyase maturation HycH family protein
chromosome	NZ_CP046277.1	45126	45596	+		hycI	FOC18_RS00250	WP_000132993.1	156	MULTISPECIES: hydrogenase maturation peptidase HycI
chromosome	NZ_CP046277.1	45653	46432	+			FOC18_RS00255	WP_000692485.1	259	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	46633	47178	+		hydN	FOC18_RS00260	WP_001078791.1	181	MULTISPECIES: electron transport protein HydN
chromosome	NZ_CP046277.1	47324	49564	+		hypF	FOC18_RS00265	WP_031569450.1	746	MULTISPECIES: carbamoyltransferase HypF
chromosome	NZ_CP046277.1	49661	50794	-		norW	FOC18_RS00270	WP_031569447.1	377	MULTISPECIES: NADH:flavorubredoxin reductase NorW
chromosome	NZ_CP046277.1	50791	52230	-		norV	FOC18_RS00275	WP_031569444.1	479	MULTISPECIES: anaerobic nitric oxide reductase flavorubredoxin
chromosome	NZ_CP046277.1	52416	53936	+		norR	FOC18_RS00280	WP_000010808.1	506	MULTISPECIES: nitric oxide reductase transcriptional regulator NorR
chromosome	NZ_CP046277.1	53933	54898	-		gutQ	FOC18_RS00285	WP_001278204.1	321	MULTISPECIES: arabinose-5-phosphate isomerase GutQ
chromosome	NZ_CP046277.1	54891	55664	-		srlR	FOC18_RS00290	WP_000804536.1	257	MULTISPECIES: glucitol operon DNA-binding transcriptional repressor SrlR
chromosome	NZ_CP046277.1	55862	56221	-		gutM	FOC18_RS00295	WP_000255198.1	119	MULTISPECIES: transcriptional regulator GutM
chromosome	NZ_CP046277.1	56298	57077	-		srlD	FOC18_RS00300	WP_001077368.1	259	MULTISPECIES: sorbitol-6-phosphate dehydrogenase
chromosome	NZ_CP046277.1	57089	57451	-		srlB	FOC18_RS00305	WP_000111553.1	120	MULTISPECIES: PTS glucitol/sorbitol transporter subunit IIA
chromosome	NZ_CP046277.1	57463	58434	-			FOC18_RS00310	WP_000199042.1	323	MULTISPECIES: PTS glucitol/sorbitol transporter subunit IIB
chromosome	NZ_CP046277.1	58431	58994	-		srlA	FOC18_RS00315	WP_000573333.1	187	MULTISPECIES: PTS glucitol/sorbitol transporter subunit IIC
chromosome	NZ_CP046277.1	59248	60327	+		mltB	FOC18_RS00320	WP_155982760.1	359	lytic murein transglycosylase B
chromosome	NZ_CP046277.1	60805	61302	+		pncC	FOC18_RS00325	WP_000132239.1	165	MULTISPECIES: nicotinamide-nucleotide amidase
chromosome	NZ_CP046277.1	61387	62448	+		recA	FOC18_RS00330	WP_000963150.1	353	MULTISPECIES: recombinase RecA
chromosome	NZ_CP046277.1	62565	63065	+		recX	FOC18_RS00335	WP_155982761.1	166	recombination regulator RecX
chromosome	NZ_CP046277.1	63301	65931	+		alaS	FOC18_RS00340	WP_000047228.1	876	MULTISPECIES: alanine--tRNA ligase
chromosome	NZ_CP046277.1	66166	66351	+		csrA	FOC18_RS00345	WP_000906486.1	61	MULTISPECIES: carbon storage regulator CsrA
chromosome	NZ_CP046277.1	67624	68190	+		yqaB	FOC18_RS00375	WP_000271288.1	188	MULTISPECIES: fructose-1-phosphate/6-phosphogluconate phosphatase
chromosome	NZ_CP046277.1	68187	68612	+			FOC18_RS00380	WP_001279499.1	141	MULTISPECIES: DedA family protein
chromosome	NZ_CP046277.1	68689	70245	+		gshA	FOC18_RS00385	WP_000611821.1	518	MULTISPECIES: glutamate--cysteine ligase
chromosome	NZ_CP046277.1	70395	70910	+		luxS	FOC18_RS00390	WP_001130194.1	171	MULTISPECIES: S-ribosylhomocysteine lyase
chromosome	NZ_CP046277.1	71256	72626	+			FOC18_RS00395	WP_000645132.1	456	MULTISPECIES: carbohydrate porin
chromosome	NZ_CP046277.1	72675	74210	-		emrB	FOC18_RS00400	WP_023253897.1	511	MULTISPECIES: multidrug efflux MFS transporter permease subunit EmrB
chromosome	NZ_CP046277.1	74227	75399	-		emrA	FOC18_RS00405	WP_001275603.1	390	MULTISPECIES: multidrug efflux MFS transporter periplasmic adaptor subunit EmrA
chromosome	NZ_CP046277.1	75526	76056	-		mprA	FOC18_RS00410	WP_000378431.1	176	MULTISPECIES: transcriptional repressor MprA
chromosome	NZ_CP046277.1	76553	77737	-			FOC18_RS00415	WP_000165775.1	394	MULTISPECIES: MFS transporter
chromosome	NZ_CP046277.1	77902	78897	-		proX	FOC18_RS00420	WP_001216613.1	331	MULTISPECIES: glycine betaine/L-proline ABC transporter substrate-binding protein ProX
chromosome	NZ_CP046277.1	78967	80031	-		proW	FOC18_RS00425	WP_000775021.1	354	MULTISPECIES: glycine betaine/L-proline ABC transporter permease ProW
chromosome	NZ_CP046277.1	80024	81226	-		proV	FOC18_RS00430	WP_000985529.1	400	MULTISPECIES: glycine betaine/L-proline ABC transporter ATP-binding protein ProV
chromosome	NZ_CP046277.1	81581	82540	-		nrdF	FOC18_RS00435	WP_000777903.1	319	MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit beta
chromosome	NZ_CP046277.1	82551	84695	-		nrdE	FOC18_RS00440	WP_024138323.1	714	MULTISPECIES: class 1b ribonucleoside-diphosphate reductase subunit alpha
chromosome	NZ_CP046277.1	84668	85078	-		nrdI	FOC18_RS00445	WP_001275401.1	136	MULTISPECIES: class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
chromosome	NZ_CP046277.1	85075	85320	-		nrdH	FOC18_RS00450	WP_000028869.1	81	MULTISPECIES: glutaredoxin-like protein NrdH
chromosome	NZ_CP046277.1	85592	86023	-			FOC18_RS00460	WP_000209816.1	143	MULTISPECIES: carboxymuconolactone decarboxylase family protein
chromosome	NZ_CP046277.1	86112	87446	+			FOC18_RS00465	WP_001138477.1	444	MULTISPECIES: PLP-dependent aminotransferase family protein
chromosome	NZ_CP046277.1	87530	87856	-			FOC18_RS00470	WP_001519557.1	108	MULTISPECIES: DUF883 domain-containing protein
chromosome	NZ_CP046277.1	88018	88368	+			FOC18_RS00475	WP_000281304.1	116	MULTISPECIES: DUF2002 family protein
chromosome	NZ_CP046277.1	88403	88852	-		alaE	FOC18_RS00480	WP_000492669.1	149	MULTISPECIES: L-alanine exporter AlaE
chromosome	NZ_CP046277.1	89752	90153	+		stpA	FOC18_RS00485	WP_001051100.1	133	MULTISPECIES: DNA-binding protein StpA
chromosome	NZ_CP046277.1	90243	90422	-			FOC18_RS00490	WP_000494935.1	59	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	90501	91028	-			FOC18_RS00495	WP_000022011.1	175	MULTISPECIES: rhodanese family protein
chromosome	NZ_CP046277.1	91038	91337	-			FOC18_RS00500	WP_000137434.1	99	MULTISPECIES: metalloregulator ArsR/SmtB family transcription factor
chromosome	NZ_CP046277.1	91520	91678	+			FOC18_RS00505	WP_000508175.1	52	MULTISPECIES: YqaE/Pmp3 family membrane protein
chromosome	NZ_CP046277.1	91778	92227	+		lysM	FOC18_RS00510	WP_000522406.1	149	MULTISPECIES: peptidoglycan-binding protein LysM
chromosome	NZ_CP046277.1	92249	92926	-		csiR	FOC18_RS00515	WP_000126152.1	225	MULTISPECIES: DNA-binding transcriptional regulator CsiR
chromosome	NZ_CP046277.1	92968	94368	-		gabP	FOC18_RS00520	WP_000531275.1	466	MULTISPECIES: GABA permease
chromosome	NZ_CP046277.1	94502	95785	-		gabT	FOC18_RS00525	WP_031571310.1	427	MULTISPECIES: 4-aminobutyrate--2-oxoglutarate transaminase
chromosome	NZ_CP046277.1	95800	97248	-		gabD	FOC18_RS00530	WP_001176532.1	482	MULTISPECIES: NADP-dependent succinate-semialdehyde dehydrogenase
chromosome	NZ_CP046277.1	97270	98538	-		lhgO	FOC18_RS00535	WP_031571315.1	422	MULTISPECIES: L-2-hydroxyglutarate oxidase
chromosome	NZ_CP046277.1	98564	99541	-		csiD	FOC18_RS00540	WP_000993100.1	325	MULTISPECIES: carbon starvation induced protein CsiD
chromosome	NZ_CP046277.1	99843	101357	-			FOC18_RS00545	WP_000382034.1	504	MULTISPECIES: tripartite tricarboxylate transporter permease
chromosome	NZ_CP046277.1	101368	101802	-			FOC18_RS00550	WP_077914897.1	144	tripartite tricarboxylate transporter TctB family protein
chromosome	NZ_CP046277.1	101814	102791	-			FOC18_RS00555	WP_000744413.1	325	MULTISPECIES: tripartite tricarboxylate transporter substrate binding protein
chromosome	NZ_CP046277.1	102946	103620	+		tctD	FOC18_RS00560	WP_001237934.1	224	MULTISPECIES: transcriptional regulator TctD
chromosome	NZ_CP046277.1	103607	105022	+			FOC18_RS00565	WP_000872340.1	471	MULTISPECIES: sensor histidine kinase
chromosome	NZ_CP046277.1	105155	106168	+			FOC18_RS00570	WP_001059351.1	337	MULTISPECIES: HoxN/HupN/NixA family nickel/cobalt transporter
chromosome	NZ_CP046277.1	106890	107786	-			FOC18_RS00575	WP_000701508.1	298	MULTISPECIES: antimicrobial resistance protein Mig-14
chromosome	NZ_CP046277.1	108080	109009	-			FOC18_RS00580	WP_000178742.1	309	MULTISPECIES: VirK family antimicrobial peptide resistance protein
chromosome	NZ_CP046277.1	109526	110518	+		pipB2	FOC18_RS00585	WP_155982762.1	330	type III secretion system effector PipB2
chromosome	NZ_CP046277.1	111556	113736	+			FOC18_RS00590	WP_074177141.1	726	MULTISPECIES: TonB-dependent siderophore receptor
chromosome	NZ_CP046277.1	113778	114713	-			FOC18_RS00595	WP_063916900.1	311	alpha/beta hydrolase
chromosome	NZ_CP046277.1	114745	115989	-			FOC18_RS00600	WP_155982763.1	414	esterase family protein
chromosome	NZ_CP046277.1	116099	119755	-		iroC	FOC18_RS00605	WP_155982764.1	1218	salmochelin/enterobactin export ABC transporter IroC
chromosome	NZ_CP046277.1	119836	120951	-		iroB	FOC18_RS00610	WP_001221111.1	371	MULTISPECIES: salmochelin biosynthesis C-glycosyltransferase IroB
chromosome	NZ_CP046277.1	121919	122485	-		hin	FOC18_RS00615	WP_000190918.1	188	MULTISPECIES: flagellar phase variation DNA invertase Hin
chromosome	NZ_CP046277.1	122577	124097	+			FOC18_RS00620	WP_000079792.1	506	MULTISPECIES: FliC/FljB family flagellin
chromosome	NZ_CP046277.1	124165	124704	+		fljA	FOC18_RS00625	WP_000388998.1	179	MULTISPECIES: phase 1 flagellin gene repressor FljA
chromosome	NZ_CP046277.1	125524	127857	-			FOC18_RS00630	WP_023198743.1	777	MULTISPECIES: toprim domain-containing protein
chromosome	NZ_CP046277.1	127872	128192	-			FOC18_RS00635	WP_000743152.1	106	MULTISPECIES: DUF5375 domain-containing protein
chromosome	NZ_CP046277.1	128189	128449	-			FOC18_RS00640	WP_001145746.1	86	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	128523	128972	-			FOC18_RS00645	WP_000459283.1	149	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	128965	129264	-			FOC18_RS00650	WP_000556707.1	99	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	129254	129856	-			FOC18_RS00655	WP_000986181.1	200	MULTISPECIES: host cell division inhibitor Icd-like protein
chromosome	NZ_CP046277.1	129853	130119	-			FOC18_RS00660	WP_001750322.1	88	MULTISPECIES: AlpA family transcriptional regulator
chromosome	NZ_CP046277.1	130667	131404	+			FOC18_RS00665	WP_000149859.1	245	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	131401	131646	+			FOC18_RS00670	WP_000984203.1	81	MULTISPECIES: ogr/Delta-like zinc finger family protein
chromosome	NZ_CP046277.1	131663	132229	+			FOC18_RS00675	WP_000210076.1	188	MULTISPECIES: phage polarity suppression protein
chromosome	NZ_CP046277.1	132562	133434	+			FOC18_RS00680	WP_001610101.1	290	hypothetical protein
chromosome	NZ_CP046277.1	133434	134093	+			FOC18_RS00685	WP_023198740.1	219	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	134128	135321	-			FOC18_RS00690	WP_000124725.1	397	MULTISPECIES: tyrosine-type recombinase/integrase
chromosome	NZ_CP046277.1	135940	137103	-			FOC18_RS00700	WP_072101562.1	387	MULTISPECIES: HlyD family type I secretion periplasmic adaptor subunit
chromosome	NZ_CP046277.1	137111	139291	-			FOC18_RS00705	WP_031571223.1	726	MULTISPECIES: type I secretion system permease/ATPase
chromosome	NZ_CP046277.1	139288	140697	-			FOC18_RS00710	WP_001528538.1	469	MULTISPECIES: TolC family outer membrane protein
chromosome	NZ_CP046277.1	140762	152236	-		bapA	FOC18_RS00715	WP_031571226.1	3824	biofilm-associated protein BapA
chromosome	NZ_CP046277.1	152850	153332	-		smpB	FOC18_RS00720	WP_001518569.1	160	MULTISPECIES: SsrA-binding protein SmpB
chromosome	NZ_CP046277.1	153521	153958	+			FOC18_RS00725	WP_001543334.1	145	MULTISPECIES: type II toxin-antitoxin system RatA family toxin
chromosome	NZ_CP046277.1	153948	154238	+			FOC18_RS00730	WP_001112990.1	96	MULTISPECIES: RnfH family protein
chromosome	NZ_CP046277.1	154399	154737	-		bamE	FOC18_RS00735	WP_001203445.1	112	MULTISPECIES: outer membrane protein assembly factor BamE
chromosome	NZ_CP046277.1	154886	156547	-		recN	FOC18_RS00740	WP_001528556.1	553	MULTISPECIES: DNA repair protein RecN
chromosome	NZ_CP046277.1	156633	157511	-		nadK	FOC18_RS00745	WP_001059155.1	292	MULTISPECIES: NAD(+) kinase
chromosome	NZ_CP046277.1	157634	158224	+		grpE	FOC18_RS00750	WP_001518875.1	196	MULTISPECIES: nucleotide exchange factor GrpE
chromosome	NZ_CP046277.1	158259	158864	-			FOC18_RS00755	WP_023208252.1	201	MULTISPECIES: hypothetical protein
chromosome	NZ_CP046277.1	158994	160280	-			FOC18_RS00760	WP_127908301.1	428	MULTISPECIES: HlyC/CorC family transporter
chromosome	NZ_CP046277.1	160300	161091	-			FOC18_RS00765	WP_001537507.1	263	MULTISPECIES: inner membrane protein YpjD
chromosome	NZ_CP046277.1	161257	162618	+		ffh	FOC18_RS00770	WP_000460052.1	453	MULTISPECIES: signal recognition particle protein
chromosome	NZ_CP046277.1	162871	163119	+		rpsP	FOC18_RS00775	WP_000256453.1	82	MULTISPECIES: 30S ribosomal protein S16
chromosome	NZ_CP046277.1	163138	163686	+		rimM	FOC18_RS00780	WP_000043266.1	182	MULTISPECIES: ribosome maturation factor RimM
chromosome	NZ_CP046277.1	163731	164498	+		trmD	FOC18_RS00785	WP_000469807.1	255	MULTISPECIES: tRNA (guanosine(37)-N1)-methyltransferase TrmD
chromosome	NZ_CP046277.1	164539	164886	+		rplS	FOC18_RS00790	WP_000065257.1	115	MULTISPECIES: 50S ribosomal protein L19
chromosome	NZ_CP046277.1	165042	166262	-		dgcN	FOC18_RS00795	WP_001030989.1	406	MULTISPECIES: diguanylate cyclase DgcN
chromosome	NZ_CP046277.1	166255	166773	-			FOC18_RS00800	WP_001212377.1	172	YfiR family protein
chromosome	NZ_CP046277.1	167213	168283	+		aroF	FOC18_RS00805	WP_001168062.1	356	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase AroF
chromosome	NZ_CP046277.1	168293	169414	+		tyrA	FOC18_RS00810	WP_000225187.1	373	MULTISPECIES: bifunctional chorismate mutase/prephenate dehydrogenase
chromosome	NZ_CP046277.1	169472	170380	+			FOC18_RS00815	WP_031571256.1	302	MULTISPECIES: SMP-30/gluconolactonase/LRE family protein
chromosome	NZ_CP046277.1	170341	171501	-		pheA	FOC18_RS00820	WP_000200080.1	386	MULTISPECIES: bifunctional chorismate mutase/prephenate dehydratase
chromosome	NZ_CP046277.1	171601	171648	-		pheL	FOC18_RS00825	WP_010989056.1	15	MULTISPECIES: pheA operon leader peptide PheL
chromosome	NZ_CP046277.1	171752	172090	-		raiA	FOC18_RS00830	WP_000178449.1	112	MULTISPECIES: ribosome-associated translation inhibitor RaiA
chromosome	NZ_CP046277.1	172362	173099	-		bamD	FOC18_RS00835	WP_000197660.1	245	MULTISPECIES: outer membrane protein assembly factor BamD
chromosome	NZ_CP046277.1	173231	174211	+		rluD	FOC18_RS00840	WP_000079130.1	326	MULTISPECIES: 23S rRNA pseudouridine(1911/1915/1917) synthase RluD
chromosome	NZ_CP046277.1	174208	174939	+		pgeF	FOC18_RS00845	WP_000992639.1	243	MULTISPECIES: polyphenol oxidase
chromosome	NZ_CP046277.1	175069	177642	+		clpB	FOC18_RS00850	WP_001235092.1	857	MULTISPECIES: ATP-dependent chaperone ClpB
chromosome	NZ_CP046277.1	183632	184105	+			FOC18_RS00875	WP_155982765.1	157	DUF4385 domain-containing protein
chromosome	NZ_CP046277.1	184191	185492	+			FOC18_RS00880	WP_000807821.1	433	MFS transporter
chromosome	NZ_CP046277.1	185489	185812	-			FOC18_RS00885	WP_001264476.1	107	YfiM family lipoprotein
chromosome	NZ_CP046277.1	185856	187211	-		pssA	FOC18_RS00890	WP_000949286.1	451	MULTISPECIES: CDP-diacylglycerol--serine O-phosphatidyltransferase
chromosome	NZ_CP046277.1	187326	189986	-		pat	FOC18_RS00895	WP_000082636.1	886	MULTISPECIES: protein lysine acetyltransferase
chromosome	NZ_CP046277.1	190040	190720	-		tapT	FOC18_RS00900	WP_000183642.1	226	MULTISPECIES: tRNA-uridine aminocarboxypropyltransferase
chromosome	NZ_CP046277.1	190793	191212	-		trxC	FOC18_RS00905	WP_001098732.1	139	MULTISPECIES: thioredoxin TrxC
chromosome	NZ_CP046277.1	191416	192453	+			FOC18_RS00910	WP_000997368.1	345	MULTISPECIES: tRNA/rRNA methyltransferase
chromosome	NZ_CP046277.1	192569	193258	-		ung	FOC18_RS00915	WP_000179978.1	229	MULTISPECIES: uracil-DNA glycosylase
chromosome	NZ_CP046277.1	193577	193960	+		grcA	FOC18_RS00920	WP_000627811.1	127	MULTISPECIES: autonomous glycyl radical cofactor GrcA
chromosome	NZ_CP046277.1	194022	194609	-		eamB	FOC18_RS00925	WP_000188416.1	195	MULTISPECIES: cysteine/O-acetylserine transporter
chromosome	NZ_CP046277.1	194712	195611	+			FOC18_RS00930	WP_000365861.1	299	MULTISPECIES: LysR family transcriptional regulator
chromosome	NZ_CP046277.1	195629	196963	-		srmB	FOC18_RS00935	WP_000219174.1	444	MULTISPECIES: ATP-dependent RNA helicase SrmB
chromosome	NZ_CP046277.1	197093	197830	+		trmN	FOC18_RS00940	WP_000083343.1	245	MULTISPECIES: tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase TrmN
chromosome	NZ_CP046277.1	197815	199437	-		nadB	FOC18_RS00945	WP_024148538.1	540	MULTISPECIES: L-aspartate oxidase
chromosome	NZ_CP046277.1	199701	199865	+		rseD	FOC18_RS00950	WP_014344135.1	54	MULTISPECIES: rpoE leader peptide RseD
chromosome	NZ_CP046277.1	199862	200437	+		rpoE	FOC18_RS00955	WP_000003307.1	191	MULTISPECIES: RNA polymerase sigma factor RpoE
chromosome	NZ_CP046277.1	200469	201119	+		rseA	FOC18_RS00960	WP_001168374.1	216	MULTISPECIES: anti-sigma-E factor RseA
chromosome	NZ_CP046277.1	201119	202075	+		rseB	FOC18_RS00965	WP_000812019.1	318	MULTISPECIES: sigma-E factor regulatory protein RseB
chromosome	NZ_CP046277.1	202072	202551	+		rseC	FOC18_RS00970	WP_000589089.1	159	MULTISPECIES: SoxR-reducing system protein RseC
chromosome	NZ_CP046277.1	202803	204602	+		lepA	FOC18_RS00975	WP_000790154.1	599	MULTISPECIES: translation elongation factor 4
chromosome	NZ_CP046277.1	204619	205593	+		lepB	FOC18_RS00980	WP_000002559.1	324	MULTISPECIES: signal peptidase I
chromosome	NZ_CP046277.1	205867	206547	+		rnc	FOC18_RS00985	WP_001068341.1	226	MULTISPECIES: ribonuclease III
chromosome	NZ_CP046277.1	206544	207449	+		era	FOC18_RS00990	WP_000102230.1	301	MULTISPECIES: GTPase Era
chromosome	NZ_CP046277.1	207461	208189	+		recO	FOC18_RS00995	WP_000399380.1	242	MULTISPECIES: DNA repair protein RecO
chromosome	NZ_CP046277.1	208201	208932	+		pdxJ	FOC18_RS01000	WP_000818972.1	243	MULTISPECIES: pyridoxine 5\\'-phosphate synthase
chromosome	NZ_CP046277.1	208932	209312	+			FOC18_RS01005	WP_000986043.1	126	MULTISPECIES: holo-ACP synthase
chromosome	NZ_CP046277.1	209424	209684	-			FOC18_RS01010	WP_001196290.1	86	MULTISPECIES: YfhL family 4Fe-4S dicluster ferredoxin
chromosome	NZ_CP046277.1	209722	210648	-			FOC18_RS01015	WP_001022476.1	308	MULTISPECIES: LysR family transcriptional regulator
